,p,freq,freq.pred,pred.lwr,pred.upr,SE ,SD,z statistic,adj pvalue,outside of CI mean,model,Kingdom,Phylum,Class,Order,Family,Genus,Species
a5e67cc3030cf3578d3cf8fe09e8ff35,9.78E-06,0.002444988,0.000521349,1.58E-05,0.016973577,0.004,0.121,0.565,4.58E+02,6.05E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Vagococcaceae,NA,NA
c5451b005e51b66e27a5665626c86772,9.78E-06,0.002444988,0.000521349,1.58E-05,0.016973577,0.004,0.121,0.565,4.58E+02,6.05E-03,neutral,d__Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_13,Subgroup_13,NA,NA
e2de69ae0a8eb41b990094524665c9ab,9.78E-06,0.007334963,0.000521349,1.58E-05,0.016973577,0.004,0.121,1.696,7.04E+01,1.16E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,NA,NA
e736897bb5ea8f57fd5230ef2a52af98,9.78E-06,0.007334963,0.000521349,1.58E-05,0.016973577,0.004,0.121,1.696,7.04E+01,1.16E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,NA,NA
0828ceb52a6de77c35565f8c2d54c879,1.10E-05,0.007334963,0.0005865,1.98E-05,0.017097759,0.004,0.122,1.684,7.22E+01,1.22E-03,neutral,d__Bacteria,Patescibacteria,ABY1,Candidatus_Komeilibacteria,Candidatus_Komeilibacteria,NA,NA
2dc4c5fcdb4afc8d3f18313285f23e84,1.10E-05,0.007334963,0.0005865,1.98E-05,0.017097759,0.004,0.122,1.684,7.22E+01,1.22E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,NA,NA
312eac9eb445b4a123b8a5f22e27d2db,1.10E-05,0.002444988,0.0005865,1.98E-05,0.017097759,0.004,0.122,0.561,4.60E+02,6.11E-03,neutral,d__Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Heliobacteriaceae,NA,NA
398eeff54159b2e4f7c77febbc96745e,1.10E-05,0.002444988,0.0005865,1.98E-05,0.017097759,0.004,0.122,0.561,4.60E+02,6.11E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,P13-46,NA,NA
6dab78c7e4c73697353baf4ef067ef44,1.10E-05,0.002444988,0.0005865,1.98E-05,0.017097759,0.004,0.122,0.561,4.60E+02,6.11E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Entomoplasmatales,type_III,NA,NA
84db1c7009a4b9b1769713a9481f6f59,1.10E-05,0.002444988,0.0005865,1.98E-05,0.017097759,0.004,0.122,0.561,4.60E+02,6.11E-03,neutral,d__Bacteria,Firmicutes,Clostridia,Clostridia,Gracilibacteraceae,NA,NA
ef1d9af6eb2f5da7181b79024f2ef80b,1.10E-05,0.004889976,0.0005865,1.98E-05,0.017097759,0.004,0.122,1.122,2.08E+02,3.67E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,SM1A07,SM1A07,NA,NA
16b6815bd893a3ca42916a63decca49f,1.22E-05,0.004889976,0.000651648,2.43E-05,0.017221507,0.004,0.123,1.115,2.11E+02,3.73E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,NA,NA
535fefac3b0abda4092b8f848ace8daa,1.22E-05,0.014669927,0.000651648,2.43E-05,0.017221507,0.004,0.123,3.344,6.81E-01,-6.05E-03,neutral,d__Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,NA
b857a3ddb3bb5d7aad557d90e091b735,1.22E-05,0.007334963,0.000651648,2.43E-05,0.017221507,0.004,0.123,1.672,7.40E+01,1.29E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Unclassified Kordiimonadales,NA,NA
b93117cd0f6afdb2fb8abf09514b7640,1.22E-05,0.002444988,0.000651648,2.43E-05,0.017221507,0.004,0.123,0.557,4.63E+02,6.18E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,NA,NA
ee5712d1f593fcf179c98c02bfe690cc,1.22E-05,0.002444988,0.000651648,2.43E-05,0.017221507,0.004,0.123,0.557,4.63E+02,6.18E-03,neutral,d__Bacteria,Chloroflexi,Anaerolineae,20-Jan,20-Jan,NA,NA
ee826877aed0884c6bd972ebd8d1b85b,1.22E-05,0.002444988,0.000651648,2.43E-05,0.017221507,0.004,0.123,0.557,4.63E+02,6.18E-03,neutral,d__Archaea,Halobacterota,Halobacteria,Halobacterales,Unclassified Halobacterales,NA,NA
0b20371f451426b6cd05db9276227d7e,1.34E-05,0.002444988,0.000716791,2.91E-05,0.017344829,0.004,0.124,0.554,4.65E+02,6.24E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,NA,NA
1411ce12a453b6e64dc5208a5ea67fc6,1.34E-05,0.002444988,0.000716791,2.91E-05,0.017344829,0.004,0.124,0.554,4.65E+02,6.24E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
146d91733c30cd70bc92b3851681265c,1.34E-05,0.004889976,0.000716791,2.91E-05,0.017344829,0.004,0.124,1.107,2.13E+02,3.80E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadales_Incertae_Sedis,NA,NA
30e6b3fd17af319298f73c897f4aa678,1.34E-05,0.002444988,0.000716791,2.91E-05,0.017344829,0.004,0.124,0.554,4.65E+02,6.24E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,NA,NA
53c6768700b9976f6e341e4d5cb508bc,1.34E-05,0.004889976,0.000716791,2.91E-05,0.017344829,0.004,0.124,1.107,2.13E+02,3.80E-03,neutral,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Unclassified Chthoniobacterales,NA,NA
5d7ffec00b03e19b4f3bad1d8e690698,1.34E-05,0.002444988,0.000716791,2.91E-05,0.017344829,0.004,0.124,0.554,4.65E+02,6.24E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,NA,NA
9897a1c22be9c209cc344229ed8cf85e,1.34E-05,0.002444988,0.000716791,2.91E-05,0.017344829,0.004,0.124,0.554,4.65E+02,6.24E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,NA,NA
addcd6c78ea1f8fa4531b49a3af4ef88,1.34E-05,0.004889976,0.000716791,2.91E-05,0.017344829,0.004,0.124,1.107,2.13E+02,3.80E-03,neutral,d__Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Iainarchaeales,NA,NA
cb1b0a4249dcd67346784ca81b8681ef,1.34E-05,0.009779951,0.000716791,2.91E-05,0.017344829,0.004,0.124,2.214,2.09E+01,-1.09E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,NA,NA
fb7576bacc25bdcf087a5ccc9fb72761,1.34E-05,0.004889976,0.000716791,2.91E-05,0.017344829,0.004,0.124,1.107,2.13E+02,3.80E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,MBMPE27,MBMPE27,NA,NA
fdf0aee1a8d465da8057f0525de3e1e5,1.34E-05,0.012224939,0.000716791,2.91E-05,0.017344829,0.004,0.124,2.768,4.46E+00,-3.54E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Unclassified Alteromonadales,NA,NA
08e9c36b57b46ead8588bf6ac1a29787,1.47E-05,0.002444988,0.00078193,3.44E-05,0.017467733,0.004,0.125,0.550,4.67E+02,6.31E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,uncultured,NA,NA
109843618a9327232fddcaa12839f49b,1.47E-05,0.002444988,0.00078193,3.44E-05,0.017467733,0.004,0.125,0.550,4.67E+02,6.31E-03,neutral,d__Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,NA,NA
1efa801a2cf34f3779080ea9160ec0b6,1.47E-05,0.004889976,0.00078193,3.44E-05,0.017467733,0.004,0.125,1.100,2.16E+02,3.86E-03,neutral,d__Bacteria,Firmicutes,Clostridia,Thermincolales,Thermincolaceae,NA,NA
2f440da6d3b99a4db719fbc3c965b798,1.47E-05,0.007334963,0.00078193,3.44E-05,0.017467733,0.004,0.125,1.649,7.76E+01,1.42E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus_Hepatincola,NA,NA
501b136c2616fb101dc2b49385fd67d9,1.47E-05,0.002444988,0.00078193,3.44E-05,0.017467733,0.004,0.125,0.550,4.67E+02,6.31E-03,neutral,d__Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,NA,NA
564fb943a23fa031d64764b3e6476300,1.47E-05,0.004889976,0.00078193,3.44E-05,0.017467733,0.004,0.125,1.100,2.16E+02,3.86E-03,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Thermosynechococcales,Thermosynechococcaceae,NA,NA
6cc925c69cc87f2fc487fb85b7a35aef,1.47E-05,0.002444988,0.00078193,3.44E-05,0.017467733,0.004,0.125,0.550,4.67E+02,6.31E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,NA,NA
c34eb761a13246ef1835fc7d7aa50dfe,1.47E-05,0.004889976,0.00078193,3.44E-05,0.017467733,0.004,0.125,1.100,2.16E+02,3.86E-03,neutral,d__Bacteria,Planctomycetota,Phycisphaerae,MSBL9,L21-RPul-D3,NA,NA
e4532789a39c334da02a8832077c6e2a,1.47E-05,0.017114914,0.00078193,3.44E-05,0.017467733,0.004,0.125,3.848,1.05E-01,-8.36E-03,neutral,d__Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,MVP-88,NA,NA
e9adf4523ff18aba05c948b39f789d67,1.47E-05,0.017114914,0.00078193,3.44E-05,0.017467733,0.004,0.125,3.848,1.05E-01,-8.36E-03,neutral,d__Bacteria,Desulfobacterota,Desulfuromonadia,Unclassified Desulfuromonadia,Unclassified Desulfuromonadia,NA,NA
66ba92c8378a72618aa3c35354742e95,1.59E-05,0.004889976,0.000847066,4.01E-05,0.017590229,0.004,0.125,1.092,2.18E+02,3.93E-03,neutral,d__Bacteria,Patescibacteria,Microgenomatia,Unclassified Microgenomatia,Unclassified Microgenomatia,NA,NA
8dbeab374d5260fe2ea8b35a2762aad3,1.59E-05,0.002444988,0.000847066,4.01E-05,0.017590229,0.004,0.125,0.546,4.69E+02,6.37E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,NA,NA
9b536ed0695349b5ff14db832fd851b8,1.59E-05,0.004889976,0.000847066,4.01E-05,0.017590229,0.004,0.125,1.092,2.18E+02,3.93E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,SS1-B-09-64,SS1-B-09-64,NA,NA
d8c8aa080410ba5291e66656d2d9918e,1.59E-05,0.004889976,0.000847066,4.01E-05,0.017590229,0.004,0.125,1.092,2.18E+02,3.93E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Milano-WF1B-44,Milano-WF1B-44,NA,NA
ec676a95b8dad27a2cd59ee32cdddede,1.59E-05,0.007334963,0.000847066,4.01E-05,0.017590229,0.004,0.125,1.638,7.94E+01,1.48E-03,neutral,d__Archaea,Aenigmarchaeota,Deep_Sea_Euryarchaeotic_Group(DSEG),Deep_Sea_Euryarchaeotic_Group(DSEG),Deep_Sea_Euryarchaeotic_Group(DSEG),NA,NA
1ee89396525ac35f372ad74255f4c889,1.71E-05,0.007334963,0.000912197,4.62E-05,0.017712323,0.005,0.126,1.628,8.12E+01,1.54E-03,neutral,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Unclassified Desulfobulbales,NA,NA
3d140d450f29906c864edfc83b5b4250,1.71E-05,0.007334963,0.000912197,4.62E-05,0.017712323,0.005,0.126,1.628,8.12E+01,1.54E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Unclassified Defluviicoccales,NA,NA
4999a792886821ea522633f67b9be7a3,1.71E-05,0.004889976,0.000912197,4.62E-05,0.017712323,0.005,0.126,1.085,2.21E+02,3.99E-03,neutral,d__Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Thermotaleaceae,NA,NA
535eb73aaa772fae44fe16332ab5d8a2,1.71E-05,0.004889976,0.000912197,4.62E-05,0.017712323,0.005,0.126,1.085,2.21E+02,3.99E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,CH2b56,CH2b56,NA,NA
710f990584beac598ef60ef3aafa2fd2,1.71E-05,0.007334963,0.000912197,4.62E-05,0.017712323,0.005,0.126,1.628,8.12E+01,1.54E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Temperatibacteraceae,NA,NA
829bc7b98546bbf577612b5a59108d0f,1.71E-05,0.002444988,0.000912197,4.62E-05,0.017712323,0.005,0.126,0.543,4.71E+02,6.43E-03,neutral,d__Bacteria,Chloroflexi,OLB14,OLB14,OLB14,NA,NA
9fa3e0b7a62dd6625b52a4cc34be9788,1.71E-05,0.002444988,0.000912197,4.62E-05,0.017712323,0.005,0.126,0.543,4.71E+02,6.43E-03,neutral,d__Bacteria,Bacteroidota,SJA-28,SJA-28,SJA-28,NA,NA
1b70c7589fbbd13f77d5d7bf20a135d2,1.83E-05,0.002444988,0.000977325,5.27E-05,0.017834025,0.005,0.127,0.539,4.73E+02,6.50E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,NA,NA
31e50bc64fd69b6a765ea000e813ba16,1.83E-05,0.012224939,0.000977325,5.27E-05,0.017834025,0.005,0.127,2.695,5.54E+00,-3.28E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,NA,NA
3cddb401a3fe9eb2c326dd2821fc49ff,1.83E-05,0.002444988,0.000977325,5.27E-05,0.017834025,0.005,0.127,0.539,4.73E+02,6.50E-03,neutral,d__Archaea,Halobacterota,Methanocellia,Methanocellales,Methanocellaceae,NA,NA
5f525d263317cb42b28dc021e941ceda,1.83E-05,0.007334963,0.000977325,5.27E-05,0.017834025,0.005,0.127,1.617,8.30E+01,1.61E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales,NA,NA
736be842ad815670e7cf1f789de4f161,1.83E-05,0.009779951,0.000977325,5.27E-05,0.017834025,0.005,0.127,2.156,2.42E+01,-8.37E-04,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,NA,NA
ce4a9c37615ac8a383ec58ba8979d1d4,1.83E-05,0.012224939,0.000977325,5.27E-05,0.017834025,0.005,0.127,2.695,5.54E+00,-3.28E-03,neutral,d__Bacteria,LCP-89,LCP-89,LCP-89,LCP-89,NA,NA
f734170d772d0e6b51df0b322285318c,1.83E-05,0.009779951,0.000977325,5.27E-05,0.017834025,0.005,0.127,2.156,2.42E+01,-8.37E-04,neutral,d__Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,NA,NA
0c7359e869fb2ba76926d8b88290cef1,1.96E-05,0.007334963,0.001042449,5.96E-05,0.01795534,0.005,0.128,1.607,8.48E+01,1.67E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,eub62A3,eub62A3,NA,NA
4fd355fa4241f9059d6093dd92ef3318,1.96E-05,0.004889976,0.001042449,5.96E-05,0.01795534,0.005,0.128,1.071,2.26E+02,4.12E-03,neutral,d__Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,NA,NA
648e1bb520dfbab3d71293a2bd973ce6,1.96E-05,0.007334963,0.001042449,5.96E-05,0.01795534,0.005,0.128,1.607,8.48E+01,1.67E-03,neutral,d__Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Unclassified Solirubrobacterales,NA,NA
835e4d0405dc2dc5fc98f0f8d953455f,1.96E-05,0.004889976,0.001042449,5.96E-05,0.01795534,0.005,0.128,1.071,2.26E+02,4.12E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,NA,NA
8b7190ba084fa260fd941918822b62bc,1.96E-05,0.004889976,0.001042449,5.96E-05,0.01795534,0.005,0.128,1.071,2.26E+02,4.12E-03,neutral,d__Bacteria,Verrucomicrobiota,Chlamydiae,LD1-PA32,LD1-PA32,NA,NA
9440e0acec9612f1b6b38604ad06ef3a,1.96E-05,0.004889976,0.001042449,5.96E-05,0.01795534,0.005,0.128,1.071,2.26E+02,4.12E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Bacillales,Marinococcaceae,NA,NA
9f807a944a1c9fc023a7ef71cf64a280,1.96E-05,0.002444988,0.001042449,5.96E-05,0.01795534,0.005,0.128,0.536,4.75E+02,6.56E-03,neutral,d__Bacteria,Nitrospirota,4/29/2001,4/29/2001,4/29/2001,NA,NA
d48b17219d5fbfa1358bc99d6022a4f9,1.96E-05,0.007334963,0.001042449,5.96E-05,0.01795534,0.005,0.128,1.607,8.48E+01,1.67E-03,neutral,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,NA,NA
499f888d1a9ba279195e0f768f20ed68,2.08E-05,0.004889976,0.001107569,6.68E-05,0.018076278,0.005,0.129,1.064,2.28E+02,4.18E-03,neutral,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,NA,NA
8d364ebaafea87f53c6ce27149cecd90,2.08E-05,0.007334963,0.001107569,6.68E-05,0.018076278,0.005,0.129,1.597,8.65E+01,1.74E-03,neutral,d__Bacteria,TA06,TA06,TA06,TA06,NA,NA
926cb5abd54e2aa6720c74cd5d46b284,2.08E-05,0.009779951,0.001107569,6.68E-05,0.018076278,0.005,0.129,2.129,2.59E+01,-7.08E-04,neutral,d__Archaea,Euryarchaeota,Thermococci,Methanofastidiosales,uncultured,NA,NA
3e10dad917009fefb7734f10e01e0e6a,2.20E-05,0.002444988,0.001172685,7.44E-05,0.018196844,0.005,0.130,0.529,4.78E+02,6.69E-03,neutral,d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,NA,NA
60a84eb0dc4ed47a7fab1ab86e914ae1,2.20E-05,0.002444988,0.001172685,7.44E-05,0.018196844,0.005,0.130,0.529,4.78E+02,6.69E-03,neutral,d__Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,Micrarchaeales,NA,NA
7ade7a74fe56badc5a31c63635112234,2.20E-05,0.007334963,0.001172685,7.44E-05,0.018196844,0.005,0.130,1.587,8.83E+01,1.80E-03,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Limnotrichales,Limnotrichaceae,NA,NA
bcbf5dfb9d8a8dd41f04df734a5a92b0,2.20E-05,0.007334963,0.001172685,7.44E-05,0.018196844,0.005,0.130,1.587,8.83E+01,1.80E-03,neutral,d__Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,NA,NA
cd2a42f453b1923990cdc8ae6fe61e84,2.20E-05,0.004889976,0.001172685,7.44E-05,0.018196844,0.005,0.130,1.058,2.31E+02,4.25E-03,neutral,d__Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
fda2b2c272568f1170ab3450f19ef41f,2.20E-05,0.009779951,0.001172685,7.44E-05,0.018196844,0.005,0.130,2.115,2.68E+01,-6.44E-04,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Unclassified Chromatiales,NA,NA
818fc6750c53055bb39f79ef6ba61b14,2.32E-05,0.002444988,0.001237797,8.23E-05,0.018317045,0.005,0.130,0.526,4.80E+02,6.75E-03,neutral,d__Bacteria,Spirochaetota,Unclassified Spirochaetota,Unclassified Spirochaetota,Unclassified Spirochaetota,NA,NA
949e650ce43037e08de87aad1fe9937a,2.32E-05,0.007334963,0.001237797,8.23E-05,0.018317045,0.005,0.130,1.577,9.01E+01,1.86E-03,neutral,d__Bacteria,Planctomycetota,Phycisphaerae,MSBL9,KCLunmb-38-53,NA,NA
95340a6ca7d1d0a9b998637c9beeface,2.32E-05,0.012224939,0.001237797,8.23E-05,0.018317045,0.005,0.130,2.628,6.74E+00,-3.03E-03,neutral,d__Bacteria,Planctomycetota,Phycisphaerae,Unclassified Phycisphaerae,Unclassified Phycisphaerae,NA,NA
b4cd71275e50ccd2d9d45685b3088d1d,2.32E-05,0.002444988,0.001237797,8.23E-05,0.018317045,0.005,0.130,0.526,4.80E+02,6.75E-03,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Prochloraceae,NA,NA
c117b007232545fbf0f8398f3f15dfc0,2.32E-05,0.012224939,0.001237797,8.23E-05,0.018317045,0.005,0.130,2.628,6.74E+00,-3.03E-03,neutral,d__Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,NA,NA
d3c6db97a3fb3c7b65cddc817f413976,2.44E-05,0.007334963,0.001302905,9.06E-05,0.018436889,0.005,0.131,1.567,9.19E+01,1.93E-03,neutral,d__Bacteria,Patescibacteria,WWE3,WWE3,WWE3,NA,NA
2adc1ba3d834300ee8a43419ffa00534,2.57E-05,0.012224939,0.001368009,9.92E-05,0.018556381,0.005,0.132,2.596,7.39E+00,-2.90E-03,neutral,d__Bacteria,Acidobacteriota,Blastocatellia,Unclassified Blastocatellia,Unclassified Blastocatellia,NA,NA
2ae5d6cfe885b43df96d8db99f97e108,2.57E-05,0.004889976,0.001368009,9.92E-05,0.018556381,0.005,0.132,1.039,2.38E+02,4.44E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,NA,NA
6695c4f37697122e9f66ddee4d7714e8,2.57E-05,0.014669927,0.001368009,9.92E-05,0.018556381,0.005,0.132,3.116,1.48E+00,-5.34E-03,neutral,d__Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,NA,NA
6815289d15e8ba5335b301cf82e4502a,2.57E-05,0.007334963,0.001368009,9.92E-05,0.018556381,0.005,0.132,1.558,9.36E+01,1.99E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales,NA,NA
6b0e0190d2a66495f7e4747ee2529680,2.57E-05,0.007334963,0.001368009,9.92E-05,0.018556381,0.005,0.132,1.558,9.36E+01,1.99E-03,neutral,d__Bacteria,Firmicutes,Clostridia,Clostridiales,Unclassified Clostridiales,NA,NA
90b8746c3f57bb9c1b205994d2eee7fc,2.57E-05,0.009779951,0.001368009,9.92E-05,0.018556381,0.005,0.132,2.077,2.94E+01,-4.52E-04,neutral,d__Archaea,Halobacterota,Halobacteria,Halobacterales,Haloferacaceae,NA,NA
a6c7856a09d485287c52a27bd865a490,2.57E-05,0.004889976,0.001368009,9.92E-05,0.018556381,0.005,0.132,1.039,2.38E+02,4.44E-03,neutral,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
f1d12b10990c9439efce13871278f5b7,2.57E-05,0.012224939,0.001368009,9.92E-05,0.018556381,0.005,0.132,2.596,7.39E+00,-2.90E-03,neutral,d__Bacteria,Patescibacteria,ABY1,Candidatus_Kuenenbacteria,Candidatus_Kuenenbacteria,NA,NA
3a9bb4dabd82361ffe7a98f4ee8e1041,2.69E-05,0.017114914,0.001433109,0.000108217,0.018675528,0.005,0.133,3.613,2.58E-01,-7.72E-03,neutral,d__Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Waddliaceae,NA,NA
46f0eddb682e72143df81d7375638e5c,2.81E-05,0.017114914,0.001498206,0.000117524,0.018794336,0.005,0.133,3.592,2.79E-01,-7.66E-03,neutral,d__Bacteria,RCP2-54,RCP2-54,RCP2-54,RCP2-54,NA,NA
6d1590fa71f258e06f717e50bf1c7d2e,2.81E-05,0.012224939,0.001498206,0.000117524,0.018794336,0.005,0.133,2.566,8.06E+00,-2.77E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,NA
87cb06e04c198e3e3cc76dacfb380688,2.81E-05,0.012224939,0.001498206,0.000117524,0.018794336,0.005,0.133,2.566,8.06E+00,-2.77E-03,neutral,d__Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,NA,NA
a4696c128cc400f44238aa4830e45e95,2.81E-05,0.004889976,0.001498206,0.000117524,0.018794336,0.005,0.133,1.026,2.43E+02,4.57E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
c64afbf7406989dbae1eb282b6c3de62,2.81E-05,0.007334963,0.001498206,0.000117524,0.018794336,0.005,0.133,1.540,9.71E+01,2.12E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,NA
9eae86cebb819e1246de3864e6318c09,2.93E-05,0.004889976,0.001563298,0.000127157,0.01891281,0.005,0.134,1.020,2.45E+02,4.63E-03,neutral,d__Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,NA,NA
cb708b2b13f142d8690d61aa95ce0792,2.93E-05,0.002444988,0.001563298,0.000127157,0.01891281,0.005,0.134,0.510,4.89E+02,7.07E-03,neutral,d__Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,NA,NA
00b7b36c6e35806f72667d3a28cc048d,3.06E-05,0.017114914,0.001628387,0.000137109,0.019030957,0.005,0.135,3.551,3.24E-01,-7.53E-03,neutral,d__Bacteria,Schekmanbacteria,Schekmanbacteria,Schekmanbacteria,Schekmanbacteria,NA,NA
0c7bf64dcb689ecc92bbe9701c5ea01e,3.06E-05,0.007334963,0.001628387,0.000137109,0.019030957,0.005,0.135,1.522,1.01E+02,2.25E-03,neutral,d__Bacteria,Armatimonadota,uncultured,uncultured,uncultured,NA,NA
1d00220925a8925a2784ce72d68edc15,3.06E-05,0.004889976,0.001628387,0.000137109,0.019030957,0.005,0.135,1.015,2.47E+02,4.69E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Bacillales,Unclassified Bacillales,NA,NA
b38371c22dfcfdd8602d56b01113be5d,3.06E-05,0.014669927,0.001628387,0.000137109,0.019030957,0.005,0.135,3.044,1.88E+00,-5.09E-03,neutral,d__Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,TG3,NA,NA
06f67f8bb6808650ca40d1c937660d99,3.18E-05,0.012224939,0.001693472,0.000147376,0.019148782,0.005,0.136,2.522,9.13E+00,-2.58E-03,neutral,d__Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,NA,NA
8bb2cdad42e3b6f972d2c0af8c0ba6a5,3.18E-05,0.017114914,0.001693472,0.000147376,0.019148782,0.005,0.136,3.531,3.49E-01,-7.47E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,KIST-JJY010,KIST-JJY010,NA,NA
09e13ccbb42bba98d3534e407e478cd2,3.30E-05,0.012224939,0.001758553,0.000157952,0.01926629,0.005,0.137,2.508,9.50E+00,-2.51E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,NA,NA
