,p,freq,freq.pred,pred.lwr,pred.upr,SE ,SD,z statistic,adj pvalue,outside of CI mean,model,Kingdom,Phylum,Class,Order,Family,Genus,Species
39093aafdc8d299941effddbe1681f9a,0.000150367,0.029339853,0.007988176,0.002124205,0.029560394,0.007,0.196,4.192,2.60E-02,-1.35E-02,neutral,d__Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
da1cd583ae9d9ef4a1fae38b1dc9b54a,0.000151589,0.02200489,0.00805288,0.002151472,0.029660467,0.007,0.197,3.136,1.39E+00,-6.10E-03,neutral,d__Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SM23-30,NA,NA
33afd7730d723e8dfc768b234155d065,0.000156479,0.017114914,0.008311654,0.002261526,0.0300597,0.007,0.199,2.413,1.23E+01,-9.54E-04,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,NA,NA
6f2985ce6fd020766678c66055802bc6,0.000157702,0.026894866,0.008376338,0.002289281,0.030159248,0.007,0.199,3.783,1.35E-01,-1.07E-02,neutral,d__Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,NA,NA
52ef03a006bf6f97c5f268d24442ca52,0.000163814,0.02200489,0.008699699,0.002429473,0.030655455,0.007,0.202,3.056,1.80E+00,-5.46E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA
dd116ab3e65539202bf58c35d48f2d25,0.000165037,0.02200489,0.00876436,0.002457788,0.030754396,0.007,0.202,3.048,1.85E+00,-5.40E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,NA,NA
e6c9e890e13f7a482a6fc78da678ebe2,0.000165037,0.017114914,0.00876436,0.002457788,0.030754396,0.007,0.202,2.371,1.38E+01,-5.09E-04,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Geitlerinemaceae,NA,NA
8b543cfe8901fa64b448e7c4ecc6771a,0.000166259,0.024449878,0.008829017,0.002486195,0.030853239,0.007,0.203,3.379,6.03E-01,-7.78E-03,neutral,d__Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,NA,NA
964b2441e74bb90617953f6a53772a60,0.000169927,0.019559902,0.009022964,0.002571953,0.031149183,0.007,0.204,2.683,5.74E+00,-2.70E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,NA,NA
a71d66cddfe2707c4ee6c8e3dd091848,0.000171149,0.02200489,0.009087605,0.002600716,0.031247638,0.007,0.205,3.011,2.09E+00,-5.08E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,NA,NA
254c7febaa5d98fe2fb24b35badf52dc,0.000174817,0.019559902,0.009281505,0.002687527,0.031542438,0.007,0.206,2.657,6.19E+00,-2.44E-03,neutral,d__Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfolunaceae,NA,NA
1941fc6a7af8886af959d0a2c7ecf1b5,0.000182152,0.029339853,0.009669201,0.002863439,0.03212954,0.007,0.209,3.930,7.60E-02,-1.18E-02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillales_Incertae_Sedis,NA,NA
afe0f66626ef7a6c80ea6f05d412b881,0.000190709,0.02200489,0.010121337,0.003072381,0.032810434,0.008,0.213,2.901,2.96E+00,-4.06E-03,neutral,d__Archaea,Halobacterota,Halobacteria,Halobacterales,Halococcaceae,NA,NA
5220669154c0a3e6feac24c6d4b96101,0.000196822,0.017114914,0.010444175,0.003223969,0.033294216,0.008,0.215,2.231,2.00E+01,1.14E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,NA,NA
2a55a24f9181484b6ebcce874a6e6349,0.000198044,0.02200489,0.010508731,0.003254513,0.033390722,0.008,0.215,2.862,3.34E+00,-3.68E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA
15275bc9622ccad8cebb49de0fb958d6,0.000202934,0.024449878,0.010766916,0.003377432,0.03377593,0.008,0.217,3.153,1.31E+00,-5.87E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA,NA
0cd38653f303f06c63cc7e8950d64271,0.000209046,0.02200489,0.01108956,0.003532709,0.034255641,0.008,0.220,2.808,3.95E+00,-3.11E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,NA,NA
bf10828bb797966fa69c060198f37cb2,0.000211491,0.031784841,0.011218591,0.003595314,0.034446978,0.008,0.221,4.039,4.90E-02,-1.28E-02,neutral,d__Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,NA,NA
d85f3e99846e6ec0ba1b5c5eee06fe2c,0.000212714,0.024449878,0.0112831,0.00362672,0.034542531,0.008,0.221,3.100,1.56E+00,-5.37E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Exiguobacterales,Exiguobacteraceae,NA,NA
e77d51611f8dda70e3fe7309f80fb0ec,0.000222494,0.029339853,0.011799037,0.003880409,0.035304242,0.008,0.225,3.660,2.16E-01,-9.75E-03,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Paraspirulinaceae,NA,NA
f36b74534fd9a21af9906b4bf79078a9,0.000238386,0.02200489,0.012636905,0.004301475,0.036532163,0.008,0.230,2.676,5.85E+00,-1.59E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA,NA
ff192a91bb244f12df0d402a7ef70a0f,0.000238386,0.026894866,0.012636905,0.004301475,0.036532163,0.008,0.230,3.271,8.77E-01,-6.48E-03,neutral,d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria,NA,NA
4fa4d56b56cdd4fd15a2241e9c767e82,0.000239609,0.029339853,0.012701329,0.004334296,0.036626134,0.008,0.231,3.562,3.12E-01,-8.86E-03,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Blattabacteriaceae,NA,NA
8958320e919e13c7d2f124f17681eb25,0.000242054,0.026894866,0.012830166,0.004400119,0.036813872,0.008,0.232,3.253,9.35E-01,-6.29E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,NA,NA
17e6851926057ead185f02a8a879d9a6,0.000255501,0.029339853,0.013538494,0.004766295,0.037841736,0.008,0.236,3.477,4.24E-01,-8.04E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,NA,NA
af9dc121c704858aae0ebbf13c7dd881,0.000257946,0.02200489,0.01366723,0.004833606,0.038027788,0.008,0.237,2.599,7.34E+00,-5.74E-04,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,NA,NA
f793dd69f537f8441747e3086ef5b4a0,0.000276284,0.029339853,0.014632262,0.005345255,0.039415393,0.009,0.244,3.376,6.09E-01,-6.96E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,NA,NA
842e3fe96cea962f85b21f09df021d80,0.000290954,0.02200489,0.015403662,0.005762784,0.040516035,0.009,0.248,2.482,1.02E+01,1.13E-03,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,NA,NA
4aaf98b3bb2e9010255f505ab9696ca1,0.000299511,0.034229829,0.015853388,0.006009512,0.041154401,0.009,0.251,3.818,1.18E-01,-1.06E-02,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Desertifilaceae,NA,NA
b917e984cc446b33bfb728fd34b40e37,0.000327628,0.041564792,0.017329731,0.006835492,0.043233971,0.009,0.260,4.476,7.60E-03,-1.65E-02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,NA,NA
6d3383af307cb28bc008a13b2e3527fd,0.000331296,0.039119804,0.017522147,0.006944866,0.043503287,0.009,0.261,4.195,2.57E-02,-1.39E-02,neutral,d__Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,NA,NA
aa7fcde6760487a6cd5085d373492670,0.000331296,0.024449878,0.017522147,0.006944866,0.043503287,0.009,0.261,2.622,6.87E+00,7.74E-04,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,NA,NA
09047fa9bcc010f645e8773939afb225,0.000334963,0.029339853,0.017714528,0.0070546,0.043772174,0.009,0.262,3.132,1.40E+00,-3.93E-03,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,NA,NA
2599ef4b278264c9a1e1dc7b7ebb1682,0.000336186,0.036674817,0.017778648,0.007091257,0.043861709,0.009,0.263,3.910,8.23E-02,-1.12E-02,neutral,d__Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA,NA
8c86cd4f14adefe401635d40c5276bf3,0.000389976,0.034229829,0.020596093,0.008740598,0.047757306,0.010,0.279,3.439,4.87E-01,-5.98E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,NA,NA
b7cae237f9439cb3d048020f06c1ba28,0.00041687,0.04400978,0.022002025,0.009589484,0.049675397,0.010,0.287,4.304,1.62E-02,-1.44E-02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Unclassified Enterobacterales,NA,NA
c8ba49a27ce3a99f85ba0da9bf22c37d,0.00042176,0.046454768,0.022257449,0.009745395,0.05002218,0.010,0.288,4.521,6.22E-03,-1.66E-02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
9a440251a2038444654e9b2d76e84da2,0.000430318,0.039119804,0.022704294,0.01001935,0.050627649,0.010,0.290,3.776,1.39E-01,-8.80E-03,neutral,d__Bacteria,NKB15,NKB15,NKB15,NKB15,NA,NA
c91d153efac74dad86a22e601a94af98,0.00044621,0.048899756,0.02353365,0.010531754,0.051747479,0.011,0.295,4.651,3.46E-03,-1.78E-02,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,NA,NA
83dce6dac0d976ec838d30336b61ddbf,0.000449878,0.031784841,0.023724948,0.010650651,0.052005069,0.011,0.296,3.013,2.07E+00,-4.57E-04,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,NA,NA
a9d9654bdef70874ed5287c67cd49ef1,0.00048533,0.026894866,0.025572383,0.011811871,0.054479737,0.011,0.305,2.471,1.05E+01,6.25E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,NA,NA
d4c7c2d062e826e692985dc5850b3f28,0.000496333,0.053789731,0.02614507,0.01217641,0.055242289,0.011,0.308,4.896,1.09E-03,-2.01E-02,neutral,d__Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,NA,NA
7732c9f33fb9550b6e2ef790a3743403,0.000497555,0.046454768,0.026208683,0.01221703,0.055326863,0.011,0.308,4.224,2.27E-02,-1.27E-02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionales,NA,NA
62914b723b6978a2554f2f5c0fa2fe1a,0.000525672,0.046454768,0.027670722,0.013157452,0.057263841,0.011,0.315,4.129,3.38E-02,-1.12E-02,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,NA
ddb3919688ea8cbcb69717f5d633a704,0.000533007,0.036674817,0.028051791,0.013404653,0.057766611,0.011,0.317,3.241,9.73E-01,-1.09E-03,neutral,d__Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,NA,NA
b3c5f1597f8040331cefd79f86469b3e,0.000591687,0.04400978,0.031095396,0.015407859,0.061753445,0.012,0.331,3.722,1.71E-01,-5.43E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,NA,NA
1a9129aabec03e493dd9f1b787cb4c68,0.00059291,0.04400978,0.031158711,0.015450048,0.061835865,0.012,0.332,3.719,1.73E-01,-5.37E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,Unknown_Family,NA,NA
1f8f9139b63f26d0418f5e2e7be6268d,0.000651589,0.058679707,0.034193358,0.017494842,0.065763478,0.012,0.345,4.766,2.03E-03,-1.71E-02,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,NA,NA
f750b399528960168e01fc26e444bb3d,0.000696822,0.06601467,0.036526588,0.019095228,0.06875506,0.013,0.355,5.211,2.32E-04,-2.21E-02,neutral,d__Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA,NA
4127b0ca8d63a67e8369bae1eb8ce13d,0.000766504,0.068459658,0.040110867,0.021596583,0.07330783,0.013,0.370,5.190,2.59E-04,-2.10E-02,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,NA
eecf3decd2f4b9f6465a59cc93497635,0.000786064,0.056234719,0.041114771,0.022305775,0.074574395,0.013,0.374,4.217,2.33E-02,-7.79E-03,neutral,d__Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,NA
f7de7337a2e1db94b629376c18f20abd,0.000892421,0.056234719,0.046556593,0.026208983,0.081381091,0.014,0.394,3.995,5.84E-02,-2.44E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Unclassified Rickettsiales,NA,NA
5ea64524534b537d0ba21837a5eb68ac,0.000932763,0.078239609,0.048613279,0.027707986,0.083929798,0.014,0.402,5.455,6.60E-05,-2.24E-02,neutral,d__Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,NA,NA
d6bb36124dcd793286b3d5ab3c868dc6,0.00098044,0.083129584,0.051038638,0.029490989,0.086920079,0.015,0.410,5.674,2.05E-05,-2.49E-02,neutral,d__Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Unclassified Peptostreptococcales-Tissierellales,NA,NA
b1ae1177339fd3edf6f6aa31a028f721,0.001035452,0.085574572,0.053830049,0.031562328,0.090342443,0.015,0.420,5.707,1.71E-05,-2.46E-02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
e58b1dd32baf26a04dadefa01c4e79df,0.001041565,0.078239609,0.054139738,0.03179334,0.090720922,0.015,0.421,5.205,2.40E-04,-1.70E-02,neutral,d__Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,NA,NA
d90a159d15d934799a147e279c3de9a4,0.00105379,0.083129584,0.054758837,0.032255858,0.091476835,0.015,0.423,5.503,5.14E-05,-2.13E-02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA
7c1efa7ab05fed6cca08716db22144c0,0.00108313,0.085574572,0.05624315,0.033368508,0.093285421,0.015,0.428,5.599,3.08E-05,-2.22E-02,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,NA,NA
0f309a35772d0b6d1a81a0b3701030f1,0.0010978,0.070904645,0.0569845,0.033926164,0.094186798,0.015,0.431,4.612,4.12E-03,-6.85E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,NA,NA
7795651921a3d9334e90d6e5fa0c734c,0.001237164,0.053789731,0.064000608,0.039263362,0.102657815,0.016,0.453,3.326,7.25E-01,1.72E-02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Dstr-E11,Dstr-E11,NA,NA
8dea31e6b5ad84bd4ce31198de3ad63d,0.001294621,0.073349633,0.066879179,0.041482003,0.106104413,0.016,0.462,4.449,8.56E-03,4.44E-04,neutral,d__Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,NA,NA
b9311732854cb0d3493a2e9e85d8bd0f,0.001301956,0.078239609,0.067246068,0.041765906,0.106542575,0.017,0.463,4.735,2.35E-03,-4.09E-03,neutral,d__Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22,NA,NA
eb5ea4a50b4a1d5d5b36727f4f5d40e4,0.001476773,0.092909535,0.075950991,0.048571058,0.116869351,0.017,0.488,5.333,1.25E-04,-1.02E-02,neutral,d__Bacteria,Firmicutes,TSAC18,TSAC18,TSAC18,NA,NA
83817e03639d6f6c041752c015f66b69,0.001663814,0.119804401,0.085181631,0.055917574,0.127689413,0.018,0.513,6.543,1.32E-07,-2.80E-02,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,NA,NA
c528d6ae45594477fc782148578e08e9,0.001866748,0.085574572,0.095100292,0.063940464,0.139187175,0.019,0.538,4.458,8.24E-03,1.60E-02,neutral,d__Bacteria,Firmicutes,Moorellia,Desulfitibacterales,Desulfitibacteraceae,NA,NA
f2e45de9c1773248a88231624956fbbf,0.00193643,0.073349633,0.098483139,0.066704063,0.143081267,0.019,0.546,3.765,1.45E-01,3.15E-02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,NA,NA
396601689846acbb2a8d413e1916fd17,0.002105134,0.092909535,0.106624896,0.073407219,0.152401689,0.020,0.565,4.611,4.16E-03,2.00E-02,neutral,d__Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,NA,NA
f8fed3ec250583941dcbb9b17e4bf009,0.002111247,0.144254279,0.106918609,0.073650335,0.15273662,0.020,0.565,7.150,2.70E-09,-3.11E-02,neutral,d__Bacteria,Chloroflexi,TK17,TK17,TK17,NA,NA
bf363e288ea49312d7bf6dfb9fafd2c7,0.002304401,0.122249389,0.116154118,0.08133802,0.163225095,0.021,0.585,5.852,7.68E-06,3.22E-05,neutral,d__Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
16ccca8727eb579aa36439e4cefd5a3c,0.002347188,0.129584352,0.118187986,0.083041775,0.165524142,0.021,0.590,6.159,1.33E-06,-5.30E-03,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA
ba696e2ee16898edf8f3e92a0e8ee406,0.002448655,0.122249389,0.122993883,0.087082186,0.170942089,0.021,0.599,5.715,1.64E-05,6.76E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
33b05e8efa995ce046e820aed44ca899,0.00257335,0.146699267,0.128866773,0.092046222,0.177536332,0.022,0.611,6.727,4.22E-08,-1.19E-02,neutral,d__Bacteria,Poribacteria,Poribacteria,Poribacteria,Poribacteria,NA,NA
1cc0263c23eb89bf65a265044ae77606,0.003517115,0.193154034,0.17215114,0.129401364,0.225368003,0.024,0.686,7.890,1.55E-11,-1.58E-02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
e759da116ad02a317036c240fbada21b,0.003874083,0.185819071,0.187997454,0.143362804,0.242593272,0.025,0.709,7.341,7.48E-10,7.16E-03,neutral,d__Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
8078406fd7740bed8745b44b2c205d6e,0.00390709,0.227383863,0.189448412,0.14464781,0.244163857,0.025,0.711,8.957,4.09E-15,-3.30E-02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,NA,NA
bd2bf714cab418beafd5270a81d67c45,0.005101467,0.271393643,0.240362594,0.190360343,0.298654174,0.028,0.774,9.824,2.51E-18,-2.69E-02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA,NA
78d092459efbd61c6340c799a576b972,0.005178484,0.244498778,0.243541603,0.193251139,0.302019901,0.028,0.777,8.812,1.33E-14,3.14E-03,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,NA,NA
2383743696a915410d2b630f8b049394,0.005359413,0.227383863,0.250961207,0.200013311,0.309860055,0.028,0.785,8.114,2.97E-12,2.76E-02,neutral,d__Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,NA,NA
28a32003f197cd16a2d07c70023ea465,0.008237164,0.422982885,0.360236461,0.301771799,0.423163293,0.031,0.868,13.659,8.60E-36,-6.05E-02,neutral,d__Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA
9ab7e11f82389dc731e87044f6781573,0.011001222,0.430317848,0.451022809,0.38893065,0.514678641,0.032,0.899,13.414,1.61E-34,2.15E-02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
0363254f24d8a0ce2203ef268c396e5f,0.011684597,0.496332518,0.471529097,0.408911508,0.535055664,0.032,0.902,15.424,1.30E-45,-2.43E-02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
c16c17bb6e50d9abe465d9406466faa9,0.016826406,0.586797066,0.604277563,0.540806726,0.664419176,0.032,0.884,18.609,3.47E-66,1.58E-02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified Alphaproteobacteria,Unclassified Alphaproteobacteria,NA,NA
77e0f4ff31fe772ccf47342324936f0d,0.019925428,0.699266504,0.668364819,0.606132751,0.725221578,0.030,0.851,23.017,1.02E-100,-3.36E-02,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
91eff54c60915d69a8ed6b24e06eda90,0.000825183,0.019559902,0.043119678,0.023732596,0.077093378,0.014,0.381,1.437,1.19E+02,4.17E-03,below,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
2c4e8e6ad2c8797abbc7b56e2e9a71d5,0.001644254,0.026894866,0.084220334,0.055146804,0.126568279,0.018,0.510,1.476,1.10E+02,2.83E-02,below,d__Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,NA,NA
6127e95b53af644ce706a4cbf8a57c80,0.00197555,0.051344743,0.10037716,0.068257037,0.145255867,0.020,0.550,2.614,7.02E+00,1.69E-02,below,d__Bacteria,Firmicutes,Clostridia,uncultured,uncultured,NA,NA
00b0dd3f100334f691c4215a271efd32,0.002116137,0.024449878,0.107153515,0.073844839,0.153004429,0.020,0.566,1.211,1.79E+02,4.94E-02,below,d__Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,NA,NA
6e7892d51b8860619162064749e03841,0.00302445,0.083129584,0.149810478,0.109964433,0.200836871,0.023,0.650,3.586,2.85E-01,2.68E-02,below,d__Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfallas-Sporotomaculum,NA,NA
40eaef556420a23e6d07a1f08f5b4a82,0.003520782,0.095354523,0.17231539,0.129545371,0.225547253,0.024,0.686,3.894,8.78E-02,3.42E-02,below,d__Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,NA,NA
52ea160d6a9134f5b46ad5030ea5e75a,0.003522005,0.083129584,0.172370134,0.129593371,0.225606992,0.024,0.686,3.394,5.71E-01,4.65E-02,below,d__Bacteria,Firmicutes,Bacilli,Unclassified Bacilli,Unclassified Bacilli,NA,NA
65bdb315874beb3e45bb115ce0fe1238,0.003635697,0.13202934,0.177446649,0.134051841,0.231139475,0.025,0.694,5.331,1.26E-04,2.02E-03,below,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,NA,NA
9bb68b38533881615fadaca07a3cf9c2,0.006185819,0.144254279,0.283998809,0.230368718,0.344525075,0.029,0.816,4.954,8.30E-04,8.61E-02,below,d__Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,NA,NA
ed33190a87c415c466212c224c19c873,0.007561125,0.276283619,0.335990298,0.278873386,0.398343476,0.030,0.854,9.065,1.68E-15,2.59E-03,below,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NA,NA
93ef901db7dcf415999eec0f9b915d24,0.007981663,0.224938875,0.351171672,0.293191185,0.413903736,0.031,0.863,7.305,9.56E-10,6.83E-02,below,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA,NA
2cb34003f168988ad6227485eac88e4d,0.008520782,0.13202934,0.370160316,0.311192,0.433273967,0.031,0.873,4.239,2.13E-02,1.79E-01,below,d__Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,NA,NA
1601d4b40fdc9a2425400dfbc18cc50e,0.010344743,0.312958435,0.430623393,0.369159204,0.49430254,0.032,0.894,9.803,3.02E-18,5.62E-02,below,d__Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA,NA
4856d5fbf62a904ff14a983fc45456ac,0.010452323,0.30806846,0.434014238,0.372438331,0.497696843,0.032,0.895,9.641,1.26E-17,6.44E-02,below,d__Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,NA,NA
5e7d822315d9c21fadd30349134a6dc6,0.011429095,0.305623472,0.463947709,0.401512089,0.527534355,0.032,0.901,9.507,4.04E-17,9.59E-02,below,d__Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,NA,NA
d4b81cb1a5b74f89e7f3bf9005ddd7bd,0.014797066,0.234718826,0.556157066,0.492480986,0.618040244,0.032,0.897,7.328,8.15E-10,2.58E-01,below,d__Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Caminicellaceae,NA,NA
21456194187cdae5e1993fa288a212ae,0.015704156,0.405867971,0.578310757,0.514654835,0.639466485,0.032,0.892,12.747,3.70E-31,1.09E-01,below,d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,NA,NA
573e97e673257ddf83dba39eb3581eeb,0.016293399,0.464547677,0.592138736,0.528559425,0.652776374,0.032,0.888,14.660,3.17E-41,6.40E-02,below,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,NA,NA
b066208a8d989dbe1232503c814bc2de,0.018292176,0.410757946,0.635924693,0.572922346,0.694587432,0.031,0.870,13.234,1.35E-33,1.62E-01,below,d__Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA,NA
4e4c5cd13eb19d445bd2ee4bd71a7053,0.018765281,0.410757946,0.645617991,0.582814291,0.70377261,0.031,0.865,13.312,5.43E-34,1.72E-01,below,d__Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,NA,NA
b5dd41ab5085b59557be60ca37e7230c,0.018768949,0.378973105,0.645692171,0.582890093,0.703842799,0.031,0.864,12.282,6.55E-29,2.04E-01,below,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA,NA
cca9e8b608d677d71d32982d1eec415e,0.020246944,0.4400978,0.674419781,0.612365464,0.730905475,0.030,0.847,14.554,1.25E-40,1.72E-01,below,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,NA,NA
