,p,freq,freq.pred,pred.lwr,pred.upr,SE ,SD,z statistic,adj pvalue,model,Kingdom,Phylum,Class,Order,Family,Genus,Species
1ba890b86db7680b6c01e5bd8912783e,8.82E-05,0.029411765,0.008723826,0.000358711,0.177520831,0.045,0.827,0.651,1.76E+02,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Frankiales,uncultured,NA,NA
8552a05c4db1700c570ce87eb082bff4,8.82E-05,0.029411765,0.008723826,0.000358711,0.177520831,0.045,0.827,0.651,1.76E+02,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA,NA
96c1148fe6e4c015ff42600c557505bb,8.82E-05,0.029411765,0.008723826,0.000358711,0.177520831,0.045,0.827,0.651,1.76E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,EPR3968-O8a-Bc78,NA,NA
a7167c7648962dabcc6ff09eb19a30ee,8.82E-05,0.029411765,0.008723826,0.000358711,0.177520831,0.045,0.827,0.651,1.76E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,NA,NA
bc2dd0b56aac22032933da7eaee8977e,8.82E-05,0.029411765,0.008723826,0.000358711,0.177520831,0.045,0.827,0.651,1.76E+02,neutral,d__Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NA,NA
d7881c6e0d518385a4922e116a389253,8.82E-05,0.029411765,0.008723826,0.000358711,0.177520831,0.045,0.827,0.651,1.76E+02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA,NA
18013dcef5fa4e0f4616e09adfdf4659,7.35E-05,0.058823529,0.007274549,0.000252728,0.175201537,0.045,0.817,1.318,6.32E+01,neutral,d__Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA
94455552a6d121b420c6e43e7fa2d555,7.35E-05,0.058823529,0.007274549,0.000252728,0.175201537,0.045,0.817,1.318,6.32E+01,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Unclassified Sphingobacteriales,NA,NA
c51da96d03680f4e1e1e0154614cc858,7.35E-05,0.058823529,0.007274549,0.000252728,0.175201537,0.045,0.817,1.318,6.32E+01,neutral,d__Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,NA,NA
e3356b26f4a84a84ed511f5611d8e699,7.35E-05,0.058823529,0.007274549,0.000252728,0.175201537,0.045,0.817,1.318,6.32E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,NA,NA
00e79a94939e1933cb9e8d79a396ff61,7.35E-05,0.029411765,0.007274549,0.000252728,0.175201537,0.045,0.817,0.659,1.74E+02,neutral,d__Bacteria,Firmicutes,Clostridia,Unclassified Clostridia,Unclassified Clostridia,NA,NA
235ffa8a030508006cc515876ee8db2f,7.35E-05,0.029411765,0.007274549,0.000252728,0.175201537,0.045,0.817,0.659,1.74E+02,neutral,d__Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
33a41045c30396225cbe360ff730d40f,7.35E-05,0.029411765,0.007274549,0.000252728,0.175201537,0.045,0.817,0.659,1.74E+02,neutral,d__Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3,NA,NA
5f73e9fd1a247994c113ea7b7a908aca,7.35E-05,0.029411765,0.007274549,0.000252728,0.175201537,0.045,0.817,0.659,1.74E+02,neutral,d__Bacteria,Actinobacteriota,Acidimicrobiia,uncultured,uncultured,NA,NA
7de5500e8cf04587fe4f04340982ac84,7.35E-05,0.029411765,0.007274549,0.000252728,0.175201537,0.045,0.817,0.659,1.74E+02,neutral,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,NA,NA
a3eba8933efbdd72a4b0f3ff1367eed2,7.35E-05,0.029411765,0.007274549,0.000252728,0.175201537,0.045,0.817,0.659,1.74E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
a75572557c965f11cb1e3a472f4ae3e2,7.35E-05,0.029411765,0.007274549,0.000252728,0.175201537,0.045,0.817,0.659,1.74E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Unclassified Cellvibrionales,NA,NA
b16d99f0b924efb917ecaa0299c05ce6,7.35E-05,0.029411765,0.007274549,0.000252728,0.175201537,0.045,0.817,0.659,1.74E+02,neutral,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,NA,NA
ca0c235473061264e854a21494c607e5,7.35E-05,0.029411765,0.007274549,0.000252728,0.175201537,0.045,0.817,0.659,1.74E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,NA,NA
ef738f761fb5af0bf416a4277f898bf9,7.35E-05,0.029411765,0.007274549,0.000252728,0.175201537,0.045,0.817,0.659,1.74E+02,neutral,d__Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,uncultured,NA,NA
0998929fca145e13c93f474a2008c181,5.88E-05,0.088235294,0.005823397,0.000164147,0.172861705,0.044,0.806,2.003,1.50E+01,neutral,d__Bacteria,Patescibacteria,Gracilibacteria,Candidatus_Peregrinibacteria,Candidatus_Peregrinibacteria,NA,NA
5f269897674a31a35d6c0adab847e83e,5.88E-05,0.058823529,0.005823397,0.000164147,0.172861705,0.044,0.806,1.335,6.13E+01,neutral,d__Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria,NA,NA
62e14d36171c43f0f37bfe87094db12b,5.88E-05,0.058823529,0.005823397,0.000164147,0.172861705,0.044,0.806,1.335,6.13E+01,neutral,d__Bacteria,Chloroflexi,TK10,TK10,TK10,NA,NA
6a2e49cf9582c8fe210d4b4c093d51d3,5.88E-05,0.058823529,0.005823397,0.000164147,0.172861705,0.044,0.806,1.335,6.13E+01,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,NA,NA
8ef3bc45d5bb5987777626027b856ea1,5.88E-05,0.058823529,0.005823397,0.000164147,0.172861705,0.044,0.806,1.335,6.13E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,NA,NA
a0e35e33de2db32f04c42a9ce45755cf,5.88E-05,0.058823529,0.005823397,0.000164147,0.172861705,0.044,0.806,1.335,6.13E+01,neutral,d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,Candidatus_Kaiserbacteria,NA,NA
d085d49574933366d89dbb04ae64d86e,5.88E-05,0.058823529,0.005823397,0.000164147,0.172861705,0.044,0.806,1.335,6.13E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
2998fb15a6ba1f66800c3844c6d5a783,5.88E-05,0.029411765,0.005823397,0.000164147,0.172861705,0.044,0.806,0.668,1.72E+02,neutral,d__Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08,NA,NA
36141bb91fa541d45a1b372d5ff2e40f,5.88E-05,0.029411765,0.005823397,0.000164147,0.172861705,0.044,0.806,0.668,1.72E+02,neutral,d__Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Unclassified Chlamydiales,NA,NA
4c54a88cd047c04c9d15e08038d4b181,5.88E-05,0.029411765,0.005823397,0.000164147,0.172861705,0.044,0.806,0.668,1.72E+02,neutral,d__Bacteria,Patescibacteria,Unclassified Patescibacteria,Unclassified Patescibacteria,Unclassified Patescibacteria,NA,NA
99f08cfc1de6830982ce2d24b1152ad0,5.88E-05,0.029411765,0.005823397,0.000164147,0.172861705,0.044,0.806,0.668,1.72E+02,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,NA,NA
eeb68d9b53e8dffc69469c3fa3cd9f7c,5.88E-05,0.029411765,0.005823397,0.000164147,0.172861705,0.044,0.806,0.668,1.72E+02,neutral,d__Bacteria,Chloroflexi,Unclassified Chloroflexi,Unclassified Chloroflexi,Unclassified Chloroflexi,NA,NA
f5def9dda4bf2e26cae1ea685bf99901,5.88E-05,0.029411765,0.005823397,0.000164147,0.172861705,0.044,0.806,0.668,1.72E+02,neutral,d__Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales,NA,NA
f792c02a190f5a247ec926cc9851b8f2,5.88E-05,0.029411765,0.005823397,0.000164147,0.172861705,0.044,0.806,0.668,1.72E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA
db7eb837c90f63a5dd624402007f49b8,4.41E-05,0.088235294,0.004370368,9.37E-05,0.170500565,0.043,0.796,2.030,1.41E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
20c4519980547e241af2acdd4a06bc83,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,NA,NA
51b1ae9982d8d8d89606b00bf12e6383,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,RCP2-54,RCP2-54,RCP2-54,RCP2-54,NA,NA
52e8a98d91034fa224497a104f039b5e,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,NA,NA
6259d41ea45e8270b6f3eff8e1472832,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,Parcubacteria,NA,NA
64f455834025323e3957cf7130e5d8ce,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Unclassified Omnitrophales,NA,NA
77379070995d46a4819e8687164909b4,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
790d136807455df30eed8bf01768cb31,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA011-D5,NA,NA
7efe022430788be75a015272149d188e,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,NA,NA
8776f42bae3b50c8ce590e94e04f0b7e,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,NA,NA
8ee56e45c8fa2bc440b1fc1a73b21c20,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,NA,NA
cd2fbe582cb13736e08d3afae7f9200d,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,NA
ce119786790621f67a23e7547902ed1b,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Patescibacteria,Parcubacteria,Unclassified Parcubacteria,Unclassified Parcubacteria,NA,NA
e7be5f2ed4625ce162499502ded89a0b,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Acidobacteriota,Subgroup_18,Subgroup_18,Subgroup_18,NA,NA
eae8c17a3471f0a9f832efe878dac5d4,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA
f68ccab19fe1b5dd35d2c9403778b142,4.41E-05,0.058823529,0.004370368,9.37E-05,0.170500565,0.043,0.796,1.353,5.93E+01,neutral,d__Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,uncultured,NA,NA
1fbd88cf569898ad3013fb9abf3d4e07,4.41E-05,0.029411765,0.004370368,9.37E-05,0.170500565,0.043,0.796,0.677,1.70E+02,neutral,d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,Candidatus_Nomurabacteria,NA,NA
3dccc9b87ce32a853d097689b139c096,4.41E-05,0.029411765,0.004370368,9.37E-05,0.170500565,0.043,0.796,0.677,1.70E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Gven-F17,NA,NA
56b1789978ce8af3e3c2df9c3e242a39,4.41E-05,0.029411765,0.004370368,9.37E-05,0.170500565,0.043,0.796,0.677,1.70E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,JG36-TzT-191,JG36-TzT-191,NA,NA
84cea0554c0eb30fa01f07fea77a7e81,4.41E-05,0.029411765,0.004370368,9.37E-05,0.170500565,0.043,0.796,0.677,1.70E+02,neutral,d__Bacteria,Planctomycetota,Phycisphaerae,Unclassified Phycisphaerae,Unclassified Phycisphaerae,NA,NA
ae52ded63aa075c4b77135b87357240d,4.41E-05,0.029411765,0.004370368,9.37E-05,0.170500565,0.043,0.796,0.677,1.70E+02,neutral,d__Bacteria,Nitrospirota,Thermodesulfovibrionia,Unclassified Thermodesulfovibrionia,Unclassified Thermodesulfovibrionia,NA,NA
b9f75455a5a72accb2acf035cbbd2791,4.41E-05,0.029411765,0.004370368,9.37E-05,0.170500565,0.043,0.796,0.677,1.70E+02,neutral,d__Bacteria,Acidobacteriota,Subgroup_21,Subgroup_21,Subgroup_21,NA,NA
c3bb91557a3a0525e98f681545608f82,4.41E-05,0.029411765,0.004370368,9.37E-05,0.170500565,0.043,0.796,0.677,1.70E+02,neutral,d__Bacteria,Patescibacteria,ABY1,Candidatus_Magasanikbacteria,Candidatus_Magasanikbacteria,NA,NA
ea8c8e1a9e14035dc1eb97b38254b005,4.41E-05,0.029411765,0.004370368,9.37E-05,0.170500565,0.043,0.796,0.677,1.70E+02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,NA,NA
12c1fb91c97b8abcb25d671c6d46af72,2.94E-05,0.058823529,0.00291546,4.23E-05,0.168117294,0.043,0.785,1.372,5.73E+01,neutral,d__Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,Desulfatiglandaceae,NA,NA
26390048c19cdf8b657c9e10e7fad633,2.94E-05,0.058823529,0.00291546,4.23E-05,0.168117294,0.043,0.785,1.372,5.73E+01,neutral,d__Bacteria,Actinobacteriota,Unclassified Actinobacteriota,Unclassified Actinobacteriota,Unclassified Actinobacteriota,NA,NA
265fbcd83fa411ab32fe088978f074c7,2.94E-05,0.058823529,0.00291546,4.23E-05,0.168117294,0.043,0.785,1.372,5.73E+01,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,NA
5e74f3ad7e69ced15c8543338452eeec,2.94E-05,0.058823529,0.00291546,4.23E-05,0.168117294,0.043,0.785,1.372,5.73E+01,neutral,d__Bacteria,Desulfobacterota,Desulfuromonadia,Sva1033,Sva1033,NA,NA
7eab41038a220ea74817f719959de4e3,2.94E-05,0.058823529,0.00291546,4.23E-05,0.168117294,0.043,0.785,1.372,5.73E+01,neutral,d__Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,NA,NA
1529887f563c8a8b2a51bf1c1b0047de,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,NA,NA
160fba0890c31a627d43cd2d3186e6ce,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,NA,NA
282430e81b2f6a4072a331e1370ecd57,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Nitrospirota,Thermodesulfovibrionia,uncultured,uncultured,NA,NA
4338559f7aca6360c02e024481e84a8e,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Verrucomicrobiota,Lentisphaeria,SS1-B-02-17,SS1-B-02-17,NA,NA
486c6fb17a0f3c3f96e7457ddfb35600,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,NA,NA
5bbe07a761d7ec914ac02dbe33c09498,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Myxococcota,Unclassified Myxococcota,Unclassified Myxococcota,Unclassified Myxococcota,NA,NA
5cad0e41577447c25433eac3c40ee1d1,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,NA,NA
60790e55a1fc0f7d2e3b2b62bd3ad062,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,JTB23,JTB23,NA,NA
613147eaa35491d3451e9c6a42eaf2d7,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,NA,NA
6323ab159d44475f60d1186729073819,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Acidobacteriota,Acidobacteriae,Elev-16S-1166,Elev-16S-1166,NA,NA
68c67ab53afa3d4b5d72470d1711c370,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,NA,NA
6ada9e110d87c79926a982862a1dab43,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Bacteroidota,SJA-28,SJA-28,SJA-28,NA,NA
6b979bdd22cd55966fdf0c85bf15758f,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Acidobacteriota,Unclassified Acidobacteriota,Unclassified Acidobacteriota,Unclassified Acidobacteriota,NA,NA
7daf92eede1cf6a271819e3406841f9c,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA
86d16efeb25ed2546c5c6fab0106e124,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,NA,NA
8768cd8d5c1ff0bf0690ee914f0408be,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,NA,NA
8b2befd8782e17f6fb1b0d59a8432b3c,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,NA,NA
96ef97a919ad426f7c80711344939b4d,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1),NA,NA
98673842de25ffcb21dd5c2dbee00a9c,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Bacteroidota,Unclassified Bacteroidota,Unclassified Bacteroidota,Unclassified Bacteroidota,NA,NA
99df05a3b06d591ee5b808ca81a7e2a6,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,NA,NA
b3a8ad3d782c4895a8594df4e2a22e5b,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Zixibacteria,Zixibacteria,Zixibacteria,Zixibacteria,NA,NA
b73367f1fe3f66b9973cdb9c23bb434f,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Firmicutes,Bacilli,Izemoplasmatales,Izemoplasmatales,NA,NA
c0e4ebbb56287f7d896d0d5a2276aa2e,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,NA
c9473a01b60d8f701d6dca5fcc62372b,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria,NA,NA
cec9c19fc812e29e98213ad872f5524d,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,NA
cfee2285b6730dbffffecae494a211e6,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,NA,NA
d152f32f5dd1bfb1ec06bcb54dd4e979,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
e112e6d01108d80205ad95f3d10a3d78,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
eb2961529a055bb5d3c20e473d0adb88,2.94E-05,0.029411765,0.00291546,4.23E-05,0.168117294,0.043,0.785,0.686,1.68E+02,neutral,d__Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,NA,NA
03acec918a396fc3ff4b7713f91e4f08,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Chloroflexi,Dehalococcoidia,Unclassified Dehalococcoidia,Unclassified Dehalococcoidia,NA,NA
09b7dd0c9b64290bcd7da312979fec3e,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,NA,NA
1ded112bcb43d79b419bb6541b621ec4,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,NA,NA
281fe07c8ae404437f9916f519cd2277,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA,NA
2bc33c38585015f245709b73ea52e40a,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Desulfobacterota,Unclassified Desulfobacterota,Unclassified Desulfobacterota,Unclassified Desulfobacterota,NA,NA
312e7c0dccdd8c33460706b1e28707fb,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Patescibacteria,ABY1,Unclassified ABY1,Unclassified ABY1,NA,NA
32a7fafcd5ad80c9a1ac8c15a718087b,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Patescibacteria,Parcubacteria,Candidatus_Azambacteria,Candidatus_Azambacteria,NA,NA
334e8ca0c486de4b3ccaddf95e9edb99,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,NA,NA
3f6ec3fc680484d22f374b16ad095d2f,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,NA,NA
4232d60b58595506bf160abcde7099c4,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Firmicutes,Bacilli,Izemoplasmatales,Izemoplasmataceae,NA,NA
4269b476492758069a3e122b4653e116,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,Candidatus_Kerfeldbacteria,NA,NA
4c7cc989dec2548b68224a60b81ec35d,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Acidobacteriota,Acidobacteriae,Unclassified Acidobacteriae,Unclassified Acidobacteriae,NA,NA
5cc256291fe9c02686c26de5faa5ebe3,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Myxococcota,Polyangia,Polyangiales,Unclassified Polyangiales,NA,NA
5d8293585f32a3bf7c8d3f4f8b11d0a5,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,Desulfobaccaceae,NA,NA
5f6f60f31636c9d7e0ad63402579585f,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,NA,NA
637dd3d4fa741910965b86c90d31123b,1.47E-05,0.029411765,0.001458671,1.07E-05,0.165711009,0.042,0.774,0.696,1.66E+02,neutral,d__Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales,NA,NA
