"psuedo_sample_name","sample_name_backup","host_scientific_name","expedition_number","political_area","ocean_area","compartment_neutraility","compartment","neutraility"
"1256-221-HI59-T_below","1256-221-HI59-T","Montipora capitata","E15","Hawaii, United States","North Pacific","Tissue_below","Tissue","below"
"1256-224-HI60-T_below","1256-224-HI60-T","Pavona varians","E15","Hawaii, United States","North Pacific","Tissue_below","Tissue","below"
"1256-227-HI61-T_below","1256-227-HI61-T","Porites evermanni","E15","Hawaii, United States","North Pacific","Tissue_below","Tissue","below"
"1256-237-HI64-T_below","1256-237-HI64-T","Pocillopora damicornis","E15","Hawaii, United States","North Pacific","Tissue_below","Tissue","below"
"1256-240-HI65-T_below","1256-240-HI65-T","Porites lobata","E15","Hawaii, United States","North Pacific","Tissue_below","Tissue","below"
"1256-246-HI67-T_below","1256-246-HI67-T","Porites evermanni","E15","Hawaii, United States","North Pacific","Tissue_below","Tissue","below"
"1256-253-HI69-T_below","1256-253-HI69-T","Gardineroseris planulata","E15","Hawaii, United States","North Pacific","Tissue_below","Tissue","below"
"1256-258-HIA-T_below","1256-258-HIA-T","Tubastraea coccinea","E15","Hawaii, United States","North Pacific","Tissue_below","Tissue","below"
"1256-267-HID-T_below","1256-267-HID-T","Pocillopora meandrina","E15","Hawaii, United States","North Pacific","Tissue_below","Tissue","below"
"1256-273-P2-T_below","1256-273-P2-T","Montastraea cavernosa","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-276-P5-T_below","1256-276-P5-T","Orbicella franksi","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-277-HIE-T_below","1256-277-HIE-T","Pocillopora damicornis","E15","Hawaii, United States","North Pacific","Tissue_below","Tissue","below"
"1256-287-P6-T_below","1256-287-P6-T","Orbicella franksi","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-290-P7-T_below","1256-290-P7-T","Orbicella franksi","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-293-P8-T_below","1256-293-P8-T","Orbicella faveolata","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-297-P11-T_below","1256-297-P11-T","Orbicella annularis","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-300-P12-T_below","1256-300-P12-T","Orbicella annularis","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-304-P479-T_below","1256-304-P479-T","Porites porites","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-312-P483-T_below","1256-312-P483-T","Agaricia tenuifolia","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-322-P489-T_below","1256-322-P489-T","Stephanocoenia intersepta","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-325-P493-T_below","1256-325-P493-T","Eusmilia fastigiata","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-327-P494-T_below","1256-327-P494-T","Eusmilia fastigiata","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-329-P496-T_below","1256-329-P496-T","Siderastrea siderea","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-331-P497-T_below","1256-331-P497-T","Siderastrea siderea","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-334-P499-T_below","1256-334-P499-T","Diploria labyrinthiformis","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-339-P503-T_below","1256-339-P503-T","Acropora palmata","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-343-P507-T_below","1256-343-P507-T","Acropora cervicornis","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-345-P508-T_below","1256-345-P508-T","Meandrina meandrites","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-347-P509-T_below","1256-347-P509-T","Meandrina meandrites","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-349-P510-T_below","1256-349-P510-T","Meandrina meandrites","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"1256-351-P511-T_below","1256-351-P511-T","Meandrina meandrites","E2","Panama","Caribbean","Tissue_below","Tissue","below"
"E1.10.Poc.dami.1.20140728.T_below","E1.10.Poc.dami.1.20140728.T","Pocillopora damicornis","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.10.Poc.dami.1.20140731.T_below","E1.10.Poc.dami.1.20140731.T","Pocillopora damicornis","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.10.Sty.pist.1.20140815.T_below","E1.10.Sty.pist.1.20140815.T","Stylophora pistillata","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.11.Fun.sp.1.20140730.T_below","E1.11.Fun.sp.1.20140730.T","Fungia sp","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.11.Fun.sp.1.20140811.T_below","E1.11.Fun.sp.1.20140811.T","Fungia sp","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.11.Lep.tran.1.20140731.T_below","E1.11.Lep.tran.1.20140731.T","Leptastrea transversa","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.11.Psa.cont.1.20140730.T_below","E1.11.Psa.cont.1.20140730.T","Psammocora contigua","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.11.Psa.digi.1.20140807.T_below","E1.11.Psa.digi.1.20140807.T","Psammocora digitata","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.14.Phy.lich.1.20140811.T_below","E1.14.Phy.lich.1.20140811.T","Physogyra lichtensteini","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.15.Dip.heli.1.20140726.T_below","E1.15.Dip.heli.1.20140726.T","Diploastrea heliopora","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.15.Dip.heli.1.20140809.T_below","E1.15.Dip.heli.1.20140809.T","Diploastrea heliopora","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.15.Dip.heli.1.20140815.T_below","E1.15.Dip.heli.1.20140815.T","Diploastrea heliopora","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.15.Dip.heli.1.20140905.T_below","E1.15.Dip.heli.1.20140905.T","Diploastrea heliopora","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.17.Cau.furc.1.20140801.T_below","E1.17.Cau.furc.1.20140801.T","Caulastrea furcata","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.17.Ech.lame.1.20140905.T_below","E1.17.Ech.lame.1.20140905.T","Echinopora lamellosa","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.17.Ech.mamm.1.20140815.T_below","E1.17.Ech.mamm.1.20140815.T","Echinopora mammiformis","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.17.Fav.sp.1.20140805.T_below","E1.17.Fav.sp.1.20140805.T","Favites sp1","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.17.Fav.sp.1.20140811.T_below","E1.17.Fav.sp.1.20140811.T","Echinophyllia orpheensis","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.17.Fav.sp.2.20140805.T_below","E1.17.Fav.sp.2.20140805.T","Favites sp2","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.17.Hyd.exes.1.20140803.T_below","E1.17.Hyd.exes.1.20140803.T","Hydnophora exesa","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.19.Lob.sp.1.20140730.T_below","E1.19.Lob.sp.1.20140730.T","Lobophyllia sp","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.19.Lob.sp.1.20140809.T_below","E1.19.Lob.sp.1.20140809.T","Lobophyllia sp","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.19.Sym.sp.1.20140814.T_below","E1.19.Sym.sp.1.20140814.T","Symphyllia sp","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.19.Sym.sp.1.20140815.T_below","E1.19.Sym.sp.1.20140815.T","Symphyllia sp","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.19.Sym.sp.1.20140905.T_below","E1.19.Sym.sp.1.20140905.T","Symphyllia sp","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.2.Tur.pelt.1.20140814.T_below","E1.2.Tur.pelt.1.20140814.T","Turbinaria peltata","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.2.Tur.reni.1.20140730.T_below","E1.2.Tur.reni.1.20140730.T","Turbinaria reniformis","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.2.Tur.reni.1.20140814.T_below","E1.2.Tur.reni.1.20140814.T","Turbinaria reniformis","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.2.Tur.stel.1.20140805.T_below","E1.2.Tur.stel.1.20140805.T","Turbinaria stellulata","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.3.Por.cyli.1.20140801.T_below","E1.3.Por.cyli.1.20140801.T","Porites cylindrica","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.3.Por.cyli.1.20140815.T_below","E1.3.Por.cyli.1.20140815.T","Porites cylindrica","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.3.Por.loba.1.20140726.T_below","E1.3.Por.loba.1.20140726.T","Porites lobata","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.3.Por.loba.1.20140905.T_below","E1.3.Por.loba.1.20140905.T","Porites lobata","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.4.Pac.rugo.1.20140728.T_below","E1.4.Pac.rugo.1.20140728.T","Pachyseris rugosa","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.4.Pac.rugo.1.20140814.T_below","E1.4.Pac.rugo.1.20140814.T","Pachyseris rugosa","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.4.Pac.spec.1.20140801.T_below","E1.4.Pac.spec.1.20140801.T","Pachyseris speciosa","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.4.Pac.spec.1.20140811.T_below","E1.4.Pac.spec.1.20140811.T","Pachyseris speciosa","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.5.Gal.astr.1.20140728.T_below","E1.5.Gal.astr.1.20140728.T","Galaxea astreata","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.5.Gal.astr.1.20140807.T_below","E1.5.Gal.astr.1.20140807.T","Galaxea astreata","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.5.Gal.astr.1.20140814.T_below","E1.5.Gal.astr.1.20140814.T","Galaxea astreata","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.5.Gal.astr.1.20140905.T_below","E1.5.Gal.astr.1.20140905.T","Galaxea astreata","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.6.Acr.humi.1.20140731.T_below","E1.6.Acr.humi.1.20140731.T","Acropora humilis","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.6.Acr.sp.1.20140905.T_below","E1.6.Acr.sp.1.20140905.T","Acropora sp_bushy","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.6.Iso.pali.1.20140803.T_below","E1.6.Iso.pali.1.20140803.T","Isopora palifera","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.6.Iso.pali.1.20140815.T_below","E1.6.Iso.pali.1.20140815.T","Isopora palifera","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.7.Pav.sp.1.20140905.T_below","E1.7.Pav.sp.1.20140905.T","Pavona sp","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.7.Pav.vari.1.20140805.T_below","E1.7.Pav.vari.1.20140805.T","Pavona varians","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.7.Pav.vari.1.20140815.T_below","E1.7.Pav.vari.1.20140815.T","Pavona varians","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.7.Pav.veno.1.20140809.T_below","E1.7.Pav.veno.1.20140809.T","Pavona venosa","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E1.7.Pav.veno.1.20140811.T_below","E1.7.Pav.veno.1.20140811.T","Pavona venosa","E1","Australia","Coral Sea","Tissue_below","Tissue","below"
"E10.10.Poc.dami.1.20150630.T_below","E10.10.Poc.dami.1.20150630.T","Pocillopora damicornis","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.10.Sty.pist.2.20150630.T_below","E10.10.Sty.pist.2.20150630.T","Stylophora pistillata","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.17.Fav.abdi.1.20150630.T_below","E10.17.Fav.abdi.1.20150630.T","Favites abdita","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.17.Gon.favu.1.20150629.T_below","E10.17.Gon.favu.1.20150629.T","Goniastrea favulus","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.17.Gon.favu.1.20150630.T_below","E10.17.Gon.favu.1.20150630.T","Goniastrea favulus","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.17.Gon.favu.2.20150630.T_below","E10.17.Gon.favu.2.20150630.T","Goniastrea favulus","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.17.Mon.curt.3.20150629.T_below","E10.17.Mon.curt.3.20150629.T","Astrea curta","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Acr.cyth.1.20150627.T_below","E10.Acr.cyth.1.20150627.T","Acropora cytherea","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Acr.cyth.2.20150627.T_below","E10.Acr.cyth.2.20150627.T","Acropora cytherea","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Acr.cyth.3.20150627.T_below","E10.Acr.cyth.3.20150627.T","Acropora cytherea","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Acr.pali.2.20150627.T_below","E10.Acr.pali.2.20150627.T","Isopora palifera","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Acr.pali.3.20150627.T_below","E10.Acr.pali.3.20150627.T","Isopora palifera","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Alv.alli.1.20150628.T_below","E10.Alv.alli.1.20150628.T","Alveopora allingi","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Alv.alli.2.20150628.T_below","E10.Alv.alli.2.20150628.T","Alveopora allingi","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Alv.alli.3.20150628.T_below","E10.Alv.alli.3.20150628.T","Alveopora allingi","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Cyp.micr.1.20150627.T_below","E10.Cyp.micr.1.20150627.T","Cyphastrea microphthalma","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Fav.abdi.1.20150629.T_below","E10.Fav.abdi.1.20150629.T","Favites abdita","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Mon.curt.1.20150629.T_below","E10.Mon.curt.1.20150629.T","Astrea curta","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Mon.curt.2.20150629.T_below","E10.Mon.curt.2.20150629.T","Astrea curta","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Poc.dami.1.20150628.T_below","E10.Poc.dami.1.20150628.T","Pocillopora damicornis","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Poc.dami.2.20150628.T_below","E10.Poc.dami.2.20150628.T","Pocillopora damicornis","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Por.hero.1.20150628.T_below","E10.Por.hero.1.20150628.T","Porites heronensis","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Por.hero.2.20150628.T_below","E10.Por.hero.2.20150628.T","Porites heronensis","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Por.hero.3.20150628.T_below","E10.Por.hero.3.20150628.T","Porites heronensis","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E10.Sty.pist.1.20150628.T_below","E10.Sty.pist.1.20150628.T","Stylophora pistillata","E10","Australia","Tasman Sea","Tissue_below","Tissue","below"
"E3.11.Fun.sp.1.20150125.T_below","E3.11.Fun.sp.1.20150125.T","Fungia sp","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.11.Fun.sp.1.20150127.T_below","E3.11.Fun.sp.1.20150127.T","Fungia sp","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.11.Fun.sp.2.20150125.T_below","E3.11.Fun.sp.2.20150125.T","Fungia sp","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.14.Phy.lich.1.20150129.T_below","E3.14.Phy.lich.1.20150129.T","Physogyra lichtensteini","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.1.20150105.T_below","E3.15.Dip.heli.1.20150105.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.1.20150106.T_below","E3.15.Dip.heli.1.20150106.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.1.20150118.T_below","E3.15.Dip.heli.1.20150118.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.1.20150120.T_below","E3.15.Dip.heli.1.20150120.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.1.20150121.T_below","E3.15.Dip.heli.1.20150121.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.1.20150123.T_below","E3.15.Dip.heli.1.20150123.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.2.20150105.T_below","E3.15.Dip.heli.2.20150105.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.2.20150106.T_below","E3.15.Dip.heli.2.20150106.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.2.20150119.T_below","E3.15.Dip.heli.2.20150119.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.2.20150121.T_below","E3.15.Dip.heli.2.20150121.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.3.20150105.T_below","E3.15.Dip.heli.3.20150105.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.3.20150106.T_below","E3.15.Dip.heli.3.20150106.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.3.20150120.T_below","E3.15.Dip.heli.3.20150120.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.3.20150121.T_below","E3.15.Dip.heli.3.20150121.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.3.20150123.T_below","E3.15.Dip.heli.3.20150123.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.4.20150105.T_below","E3.15.Dip.heli.4.20150105.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.15.Dip.heli.4.20150106.T_below","E3.15.Dip.heli.4.20150106.T","Diploastrea heliopora","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.17.Ech.horr.1.20150123.T_below","E3.17.Ech.horr.1.20150123.T","Echinopora horrida","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.17.Ech.mamm.1.20150123.T_below","E3.17.Ech.mamm.1.20150123.T","Echinopora mammiformis","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.17.Ech.mamm.1.20150127.T_below","E3.17.Ech.mamm.1.20150127.T","Echinopora mammiformis","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
"E3.2.Tur.reni.1.20150127.T_below","E3.2.Tur.reni.1.20150127.T","Turbinaria reniformis","E3","Australia","Coral Sea","Tissue_below","Tissue","below"
