"psuedo_sample_name","sample_name_backup","host_scientific_name","expedition_number","political_area","ocean_area","compartment_neutraility","compartment","neutraility"
"1256-140-PW178-M_above","1256-140-PW178-M","Porites panamensis","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-143-PW181-M_above","1256-143-PW181-M","Porites panamensis","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-145-PW182-M_above","1256-145-PW182-M","Tubastraea sp","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-148-PW183-M_above","1256-148-PW183-M","Pavona gigantea","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-152-PW185-M_above","1256-152-PW185-M","Psammocora stellata","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-155-PW186-M_above","1256-155-PW186-M","Psammocora stellata","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-158-PW187-M_above","1256-158-PW187-M","Psammocora stellata","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-161-PW190-M_above","1256-161-PW190-M","Pocillopora damicornis","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-163-PW191-M_above","1256-163-PW191-M","Pocillopora damicornis","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-165-PW192-M_above","1256-165-PW192-M","Pocillopora damicornis","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-169-PW193-M_above","1256-169-PW193-M","Gardineroseris planulata","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-172-PW194-M_above","1256-172-PW194-M","Porites lobata","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-175-PW195-M_above","1256-175-PW195-M","Pocillopora elegans","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-178-PW197-M_above","1256-178-PW197-M","Porites lobata","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-185-PW199-M_above","1256-185-PW199-M","Pocillopora elegans","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-190-PW202-M_above","1256-190-PW202-M","Pocillopora elegans","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-193-PW203-M_above","1256-193-PW203-M","Pavona varians","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-196-PW204-M_above","1256-196-PW204-M","Pavona varians","E11","Panama","Eastern Pacific","Mucus_above","Mucus","above"
"1256-200-HI6-M_above","1256-200-HI6-M","Porites lobata","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-203-HI7-M_above","1256-203-HI7-M","Montipora capitata","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-206-HI8-M_above","1256-206-HI8-M","Pocillopora meandrina","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-209-HI10-M_above","1256-209-HI10-M","Pocillopora meandrina","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-212-HI57-M_above","1256-212-HI57-M","Leptastrea purpurea","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-216-HI58-M_above","1256-216-HI58-M","Lobactis scutaria","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-219-HI59-M_above","1256-219-HI59-M","Montipora capitata","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-222-HI60-M_above","1256-222-HI60-M","Pavona varians","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-225-HI61-M_above","1256-225-HI61-M","Porites evermanni","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-228-HI62-M_above","1256-228-HI62-M","Pavona varians","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-232-HI63-M_above","1256-232-HI63-M","Lobactis scutaria","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-235-HI64-M_above","1256-235-HI64-M","Pocillopora damicornis","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-238-HI65-M_above","1256-238-HI65-M","Porites lobata","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-241-HI66-M_above","1256-241-HI66-M","Leptastrea purpurea","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-244-HI67-M_above","1256-244-HI67-M","Porites evermanni","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-247-HI68-M_above","1256-247-HI68-M","Gardineroseris planulata","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-251-HI69-M_above","1256-251-HI69-M","Gardineroseris planulata","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-254-HI70-M_above","1256-254-HI70-M","Lobactis scutaria","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-256-HIA-M_above","1256-256-HIA-M","Tubastraea coccinea","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-259-HIB-M_above","1256-259-HIB-M","Pocillopora damicornis","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-262-HICM_above","1256-262-HICM","Tubastraea coccinea","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-269-HIE-M_above","1256-269-HIE-M","Pocillopora damicornis","E15","Hawaii, United States","North Pacific","Mucus_above","Mucus","above"
"1256-274-P5-M_above","1256-274-P5-M","Orbicella franksi","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-288-P7-M_above","1256-288-P7-M","Orbicella franksi","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-291-P8-M_above","1256-291-P8-M","Orbicella faveolata","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-294-P11-M_above","1256-294-P11-M","Orbicella annularis","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-298-P12-M_above","1256-298-P12-M","Orbicella annularis","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-303-P479-M_above","1256-303-P479-M","Porites porites","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-305-P480-M_above","1256-305-P480-M","Porites porites","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-307-P481-M_above","1256-307-P481-M","Porites porites","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-309-P482-M_above","1256-309-P482-M","Agaricia tenuifolia","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-311-P483-M_above","1256-311-P483-M","Agaricia tenuifolia","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-313-P484-M_above","1256-313-P484-M","Agaricia tenuifolia","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-315-P485-M_above","1256-315-P485-M","Agaricia tenuifolia","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-319-P486-M_above","1256-319-P486-M","Agaricia tenuifolia","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-321-P489-M_above","1256-321-P489-M","Stephanocoenia intersepta","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-323-P492-M_above","1256-323-P492-M","Eusmilia fastigiata","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-324-P493-M_above","1256-324-P493-M","Eusmilia fastigiata","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-326-P494-M_above","1256-326-P494-M","Eusmilia fastigiata","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-330-P497-M_above","1256-330-P497-M","Siderastrea siderea","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-332-P498-M_above","1256-332-P498-M","Siderastrea siderea","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-333-P499-M_above","1256-333-P499-M","Diploria labyrinthiformis","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-337-P502-M_above","1256-337-P502-M","Acropora palmata","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-338-P503-M_above","1256-338-P503-M","Acropora palmata","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-340-P504-M_above","1256-340-P504-M","Acropora palmata","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-342-P507-M_above","1256-342-P507-M","Acropora cervicornis","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-344-P508-M_above","1256-344-P508-M","Meandrina meandrites","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-346-P509-M_above","1256-346-P509-M","Meandrina meandrites","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-348-P510-M_above","1256-348-P510-M","Meandrina meandrites","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-350-P511-M_above","1256-350-P511-M","Meandrina meandrites","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-352-P512-M_above","1256-352-P512-M","Meandrina meandrites","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"1256-358-P501-M_above","1256-358-P501-M","Diploria labyrinthiformis","E2","Panama","Caribbean","Mucus_above","Mucus","above"
"E1.10.Poc.dami.1.20140731.M_above","E1.10.Poc.dami.1.20140731.M","Pocillopora damicornis","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.10.Sty.pist.1.20140807.M_above","E1.10.Sty.pist.1.20140807.M","Stylophora pistillata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.10.Sty.pist.1.20140815.M_above","E1.10.Sty.pist.1.20140815.M","Stylophora pistillata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.11.Fun.sp.1.20140730.M_above","E1.11.Fun.sp.1.20140730.M","Fungia sp","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.11.Fun.sp.1.20140811.M_above","E1.11.Fun.sp.1.20140811.M","Fungia sp","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.11.Lep.tran.1.20140731.M_above","E1.11.Lep.tran.1.20140731.M","Leptastrea transversa","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.11.Psa.cont.1.20140730.M_above","E1.11.Psa.cont.1.20140730.M","Psammocora contigua","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.11.Psa.digi.1.20140807.M_above","E1.11.Psa.digi.1.20140807.M","Psammocora digitata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.14.Phy.lich.1.20140811.M_above","E1.14.Phy.lich.1.20140811.M","Physogyra lichtensteini","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.15.Dip.heli.1.20140726.M_above","E1.15.Dip.heli.1.20140726.M","Diploastrea heliopora","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.15.Dip.heli.1.20140809.M_above","E1.15.Dip.heli.1.20140809.M","Diploastrea heliopora","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.15.Dip.heli.1.20140815.M_above","E1.15.Dip.heli.1.20140815.M","Diploastrea heliopora","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.15.Dip.heli.1.20140905.M_above","E1.15.Dip.heli.1.20140905.M","Diploastrea heliopora","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.17.Cau.furc.1.20140801.M_above","E1.17.Cau.furc.1.20140801.M","Caulastrea furcata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.17.Ech.lame.1.20140905.M_above","E1.17.Ech.lame.1.20140905.M","Echinopora lamellosa","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.17.Ech.mamm.1.20140728.M_above","E1.17.Ech.mamm.1.20140728.M","Echinopora mammiformis","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.17.Ech.mamm.1.20140815.M_above","E1.17.Ech.mamm.1.20140815.M","Echinopora mammiformis","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.17.Fav.sp.1.20140805.M_above","E1.17.Fav.sp.1.20140805.M","Favites sp1","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.17.Fav.sp.1.20140811.M_above","E1.17.Fav.sp.1.20140811.M","Echinophyllia orpheensis","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.17.Fav.sp.2.20140805.M_above","E1.17.Fav.sp.2.20140805.M","Favites sp2","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.17.Hyd.exes.1.20140803.M_above","E1.17.Hyd.exes.1.20140803.M","Hydnophora exesa","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.19.Lob.sp.1.20140730.M_above","E1.19.Lob.sp.1.20140730.M","Lobophyllia sp","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.19.Lob.sp.1.20140809.M_above","E1.19.Lob.sp.1.20140809.M","Lobophyllia sp","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.19.Sym.sp.1.20140724.M_above","E1.19.Sym.sp.1.20140724.M","Symphyllia sp","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.19.Sym.sp.1.20140814.M_above","E1.19.Sym.sp.1.20140814.M","Symphyllia sp","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.19.Sym.sp.1.20140815.M_above","E1.19.Sym.sp.1.20140815.M","Symphyllia sp","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.19.Sym.sp.1.20140905.M_above","E1.19.Sym.sp.1.20140905.M","Symphyllia sp","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.2.Tur.pelt.1.20140814.M_above","E1.2.Tur.pelt.1.20140814.M","Turbinaria peltata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.2.Tur.reni.1.20140730.M_above","E1.2.Tur.reni.1.20140730.M","Turbinaria reniformis","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.2.Tur.reni.1.20140814.M_above","E1.2.Tur.reni.1.20140814.M","Turbinaria reniformis","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.2.Tur.stel.1.20140805.M_above","E1.2.Tur.stel.1.20140805.M","Turbinaria stellulata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.3.Por.cyli.1.20140801.M_above","E1.3.Por.cyli.1.20140801.M","Porites cylindrica","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.3.Por.cyli.1.20140815.M_above","E1.3.Por.cyli.1.20140815.M","Porites cylindrica","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.3.Por.loba.1.20140724.M_above","E1.3.Por.loba.1.20140724.M","Porites lobata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.3.Por.loba.1.20140726.M_above","E1.3.Por.loba.1.20140726.M","Porites lobata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.3.Por.loba.1.20140905.M_above","E1.3.Por.loba.1.20140905.M","Porites lobata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.4.Pac.rugo.1.20140728.M_above","E1.4.Pac.rugo.1.20140728.M","Pachyseris rugosa","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.4.Pac.rugo.1.20140814.M_above","E1.4.Pac.rugo.1.20140814.M","Pachyseris rugosa","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.4.Pac.spec.1.20140811.M_above","E1.4.Pac.spec.1.20140811.M","Pachyseris speciosa","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.5.Gal.astr.1.20140728.M_above","E1.5.Gal.astr.1.20140728.M","Galaxea astreata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.5.Gal.astr.1.20140807.M_above","E1.5.Gal.astr.1.20140807.M","Galaxea astreata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.5.Gal.astr.1.20140814.M_above","E1.5.Gal.astr.1.20140814.M","Galaxea astreata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.5.Gal.astr.1.20140905.M_above","E1.5.Gal.astr.1.20140905.M","Galaxea astreata","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.6.Acr.humi.1.20140731.M_above","E1.6.Acr.humi.1.20140731.M","Acropora humilis","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.6.Acr.sp.1.20140905.M_above","E1.6.Acr.sp.1.20140905.M","Acropora sp_bushy","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.6.Iso.pali.1.20140803.M_above","E1.6.Iso.pali.1.20140803.M","Isopora palifera","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.6.Iso.pali.1.20140815.M_above","E1.6.Iso.pali.1.20140815.M","Isopora palifera","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.6.Mon.hisp.1.20140807.M_above","E1.6.Mon.hisp.1.20140807.M","Montipora hispida","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.7.Pav.sp.1.20140905.M_above","E1.7.Pav.sp.1.20140905.M","Pavona sp","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.7.Pav.vari.1.20140805.M_above","E1.7.Pav.vari.1.20140805.M","Pavona varians","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.7.Pav.vari.1.20140815.M_above","E1.7.Pav.vari.1.20140815.M","Pavona varians","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.7.Pav.veno.1.20140809.M_above","E1.7.Pav.veno.1.20140809.M","Pavona venosa","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E1.7.Pav.veno.1.20140811.M_above","E1.7.Pav.veno.1.20140811.M","Pavona venosa","E1","Australia","Coral Sea","Mucus_above","Mucus","above"
"E10.10.Poc.dami.1.20150630.M_above","E10.10.Poc.dami.1.20150630.M","Pocillopora damicornis","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.10.Sty.pist.1.20150630.M_above","E10.10.Sty.pist.1.20150630.M","Stylophora pistillata","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.10.Sty.pist.2.20150630.M_above","E10.10.Sty.pist.2.20150630.M","Stylophora pistillata","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.10.Sty.pist.3.20150630.M_above","E10.10.Sty.pist.3.20150630.M","Stylophora pistillata","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.17.Fav.abdi.1.20150630.M_above","E10.17.Fav.abdi.1.20150630.M","Favites abdita","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.17.Fav.abdi.2.20150630.M_above","E10.17.Fav.abdi.2.20150630.M","Favites abdita","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.17.Gon.favu.1.20150629.M_above","E10.17.Gon.favu.1.20150629.M","Goniastrea favulus","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.17.Gon.favu.1.20150630.M_above","E10.17.Gon.favu.1.20150630.M","Goniastrea favulus","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.17.Gon.favu.2.20150630.M_above","E10.17.Gon.favu.2.20150630.M","Goniastrea favulus","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.17.Mon.curt.3.20150629.M_above","E10.17.Mon.curt.3.20150629.M","Astrea curta","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Aca.hill.1.20150629.M_above","E10.Aca.hill.1.20150629.M","Acanthastrea hillae","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Aca.hill.2.20150629.M_above","E10.Aca.hill.2.20150629.M","Acanthastrea hillae","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Aca.hill.3.20150629.M_above","E10.Aca.hill.3.20150629.M","Acanthastrea hillae","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Acr.cyth.1.20150627.M_above","E10.Acr.cyth.1.20150627.M","Acropora cytherea","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Acr.cyth.2.20150627.M_above","E10.Acr.cyth.2.20150627.M","Acropora cytherea","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Acr.cyth.3.20150627.M_above","E10.Acr.cyth.3.20150627.M","Acropora cytherea","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Acr.pali.1.20150627.M_above","E10.Acr.pali.1.20150627.M","Isopora palifera","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Acr.pali.2.20150627.M_above","E10.Acr.pali.2.20150627.M","Isopora palifera","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Acr.pali.3.20150627.M_above","E10.Acr.pali.3.20150627.M","Isopora palifera","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Alv.alli.1.20150628.M_above","E10.Alv.alli.1.20150628.M","Alveopora allingi","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Alv.alli.2.20150628.M_above","E10.Alv.alli.2.20150628.M","Alveopora allingi","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Alv.alli.3.20150628.M_above","E10.Alv.alli.3.20150628.M","Alveopora allingi","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Cyp.micr.1.20150627.M_above","E10.Cyp.micr.1.20150627.M","Cyphastrea microphthalma","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Cyp.sera.2.20150628.M_above","E10.Cyp.sera.2.20150628.M","Cyphastrea serailia","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Fav.abdi.1.20150629.M_above","E10.Fav.abdi.1.20150629.M","Favites abdita","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Mon.curt.1.20150629.M_above","E10.Mon.curt.1.20150629.M","Astrea curta","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Mon.curt.2.20150629.M_above","E10.Mon.curt.2.20150629.M","Astrea curta","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Poc.dami.1.20150628.M_above","E10.Poc.dami.1.20150628.M","Pocillopora damicornis","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Por.hero.1.20150628.M_above","E10.Por.hero.1.20150628.M","Porites heronensis","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Por.hero.2.20150628.M_above","E10.Por.hero.2.20150628.M","Porites heronensis","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Por.hero.3.20150628.M_above","E10.Por.hero.3.20150628.M","Porites heronensis","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Ser.cali.1.20150627.M_above","E10.Ser.cali.1.20150627.M","Seriatopora hystrix","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Ser.cali.2.20150627.M_above","E10.Ser.cali.2.20150627.M","Seriatopora hystrix","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Ser.cali.3.20150627.M_above","E10.Ser.cali.3.20150627.M","Seriatopora hystrix","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E10.Sty.pist.1.20150628.M_above","E10.Sty.pist.1.20150628.M","Stylophora pistillata","E10","Australia","Tasman Sea","Mucus_above","Mucus","above"
"E3.10.Sty.pist.1.20150124.M_above","E3.10.Sty.pist.1.20150124.M","Stylophora pistillata","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.10.Sty.pist.1.20150127.M_above","E3.10.Sty.pist.1.20150127.M","Stylophora pistillata","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.10.Sty.pist.2.20150124.M_above","E3.10.Sty.pist.2.20150124.M","Stylophora pistillata","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.11.Fun.sp.1.20150125.M_above","E3.11.Fun.sp.1.20150125.M","Fungia sp","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.11.Fun.sp.1.20150127.M_above","E3.11.Fun.sp.1.20150127.M","Fungia sp","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
"E3.11.Fun.sp.2.20150125.M_above","E3.11.Fun.sp.2.20150125.M","Fungia sp","E3","Australia","Coral Sea","Mucus_above","Mucus","above"
