"Feature ID"	"Taxon"	"Consensus"
"451e6fe4b5c5c73a7665257b137fb251"	"d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Desulfuromonadia; f__Geopsychrobacteraceae; g__Desulfuromusa"	0.7
"45962bc8d8e4874791d343112e12c4b0"	"d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Kaiserbacteria; f__Candidatus_Kaiserbacteria; g__Candidatus_Kaiserbacteria; s__uncultured_bacterium"	0.6
"46239994a26a52e72d47853787aec4d1"	"d__Bacteria; p__Gemmatimonadota; c__BD2-11_terrestrial_group; o__BD2-11_terrestrial_group; f__BD2-11_terrestrial_group; g__BD2-11_terrestrial_group; s__uncultured_bacterium"	0.8
"47564dd71b261bf129543a4841f12ecd"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Idiomarinaceae; g__Idiomarina"	1
"47b4549e39efd69400f17cba2a60fa91"	"d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__PB19; f__PB19; g__PB19; s__uncultured_bacterium"	0.8
"496e82a3b0d577810fda77a3963a1b8a"	"d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Caminicellaceae; g__Paramaledivibacter; s__uncultured_bacterium"	0.6
"498ef5935a6ef1b3ec6f4a446c22e81b"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_III; g__Clade_III; s__uncultured_bacterium"	0.6
"4a2586d748e0fc93ecf9cc14d29040c0"	"d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__uncultured; g__uncultured; s__uncultured_bacterium"	0.8
"4c22cd599ea583bfbbad1104314d193c"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kordiimonadales; f__uncultured; g__uncultured; s__uncultured_bacterium"	0.6
"4ca01f017978d944036f25ecda198b66"	"d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__uncultured_organism"	0.9
"4ca838bacdf5c4d0f4d1f509dd5785c8"	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Lentimicrobiaceae; g__Lentimicrobiaceae; s__uncultured_bacterium"	0.7
"4cdb5b146959a56eda19c5caf4d0d1f9"	"d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales"	0.9
"4dfcabda93ab1935bb1bb3d99c8b93d5"	"d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina"	0.6
"4e863eed31d051619beb581cd29d8f55"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales"	1
"4f0d23ac7c7bf9639257e977d5fe483d"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Nitrosococcaceae"	0.8
"4f2a7324bb4347870b11bcae996ca812"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Arenicellales; f__Arenicellaceae; g__Arenicella"	0.7
