"id","Kingdom","Phylum","Class","Order","Family","Genus","Species","1256-004-C118-S","1256-007-C119-S","1256-010-C120-S","1256-013-C121-S","1256-016-C122-S","1256-020-C123-S","1256-023-C127-S","1256-026-C128-S","1256-029-C129-S","1256-035-C133-S","1256-041-C143-S","1256-044-C144-S","1256-047-C145-S","1256-050-C148-S","1256-054-C149-S","1256-057-C150-S","1256-060-C151-S","1256-063-C152-S","1256-065-C153-S"
"624e9c02f57e2d2e0e4432cd85df549d","d__Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"43d6d7bc180b12fa766310b8c26cf22a","d__Bacteria","Patescibacteria","CPR2","CPR2","CPR2","CPR2","Unclassified  CPR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"7f577043d3f5776268c1d0d87642477c","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Saccharimonadales uncultured_bacterium",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"98a68ca4de53004ee94b9b63ca9f0779","d__Bacteria","Patescibacteria","Microgenomatia","Candidatus_Pacebacteria","Candidatus_Pacebacteria","Candidatus_Pacebacteria","Candidatus_Pacebacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"62ffe6c02b5a6eb19ba55d721bde0b43","d__Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woesebacteria","Candidatus_Woesebacteria","Candidatus_Woesebacteria","Candidatus_Woesebacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"02946492db2332dd5133ed0cfdaff667","d__Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woesebacteria","Candidatus_Woesebacteria","Candidatus_Woesebacteria","Candidatus_Woesebacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"c88215211700f05c91706c4869695d33","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Unclassified  Candidatus_Kaiserbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"4168b64d580181a48eecd2d7b446f31b","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"da9179ddf7980950f1be869d8044d2a9","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"c67b3d2608b8f636e2256bb2962ed74d","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"705e7e931c9df1b0408b610a0649dfa3","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_bacterium",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"14325f7470a342d8e04370d677004a98","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Unclassified  Candidatus_Kaiserbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"07250dedf54cc11ffb3ff71264a6f2de","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Unclassified  Candidatus_Campbellbacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"90d7e1d95d90284bcd9be4e2823e2273","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ba2fde6931f6347afcc2d62601d1e54a","d__Bacteria","Patescibacteria","ABY1","Unclassified ABY1","Unclassified ABY1","Unclassified ABY1","Unclassified ABY1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8359b4433189e4307366c9b8ce04b2ad","d__Bacteria","Patescibacteria","ABY1","Unclassified ABY1","Unclassified ABY1","Unclassified ABY1","Unclassified ABY1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"15a5619327beeed8e903f89f70d30f5b","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcales_Incertae_Sedis","Schizothrix_LEGE_07164","Unclassified  Schizothrix_LEGE_07164",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ce2d44fb5595a08b52690eb754198ad3","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Synechococcales_Incertae_Sedis","Schizothrix_LEGE_07164","Unclassified  Schizothrix_LEGE_07164",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"f42c48f205799bd8c9f0fe2e9113f636","d__Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus_CC9902","Unclassified  Synechococcus_CC9902",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"803a84f22227bfb2798e18a309b1ee1a","d__Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"96b866660274f6b9a104d34b5c0a40bc","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Murdochiella","Unclassified  Murdochiella",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7a0f3bd3778eca08559404455123563","d__Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriales","Candidatus_Dichloromethanomonas","Unclassified  Candidatus_Dichloromethanomonas",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f6e8b94d267345fb7b76fc0a07565a8","d__Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Megasphaera","Unclassified  Megasphaera",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ec06a9ff28a05e01a17da8df43a4c48","d__Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","Unclassified  Veillonella",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"c96e233d476c615fc3d701e472b6bac8","d__Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","Unclassified  Veillonella",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"74f7158cac58d7b32594964c7c5998a5","d__Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","Unclassified  Veillonella",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"69b8c642144529b0486433d1fbf9dfe6","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Anaerococcus","Unclassified  Anaerococcus",0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43d35048a916e0daab621e05c536f84d","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Peptoniphilus","Unclassified  Peptoniphilus",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"76cfe96b3a6e207cae348e00be6001f6","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Peptoniphilus","Unclassified  Peptoniphilus",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7236cc17c02bfef8c03995e1539bf4d0","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Peptoniphilus","Unclassified  Peptoniphilus",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e887e5806b66615882401d7ef6cc8e4b","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c4f162bb647c5fe03f65250bae36d480","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","uncultured","Unclassified  uncultured",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01d3c3182538841f1b85893515a69943","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","uncultured","Unclassified  uncultured",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7ba3084a451bfc8fe10f4fdf68921f18","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Unclassified  Paramaledivibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"9d876a894e8e0a8df0e4ee55460cec20","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
"97f377356668268c339626d5d7719702","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"782ee750ebfa9e995588c5fd1fcdbc92","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e3d15beefad716bada3d17ede6fb27ca","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"4c864ccdb9af940fcc7cae55185807b5","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d01ffe2d77ff5923430bdac813dd41fe","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1eb10cdbf6b1a17b3e2c771f38f5c9a0","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",10,9,15,0,0,21,0,0,0,0,0,31,0,0,0,28,0,0,0
"363c06d9b2483a425c0e06e6370c9645","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,0,0,0,14,0,0,0,0,10,10,0,0,0,0,0,0,0
"8190ba68af261452a7826f88200c4c14","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,12,49,0,22,0,0,0,0,0,35,12,0,15,21,0,0,0
"f68bc7bc767abe2a590963ba37c37f1b","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,22,0,0,18,0,0,0,0,0,28,0,0,0,3,0,0,0
"164bbce72b9564b107792ccc7650b4d7","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,10,48,0,12,0,0,0,0,0,15,7,0,22,14,0,0,0
"9bb68b38533881615fadaca07a3cf9c2","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,17,0,0,32,0,0,0,0,0,35,0,0,0,13,0,0,0
"c305de71fa793e9e7a70c2d41c8a943e","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",11,26,10,0,0,24,0,0,0,0,0,31,0,0,10,37,0,0,0
"20907457ce9ac840911718d701e6cef3","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5161c413f6100206b9f63bc73bb4c204","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734e10ce10b79f438246c676c2152585","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
"d8cf3b874084a4570ec842ff753ddd66","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41e6ec8e71757d8d1478eadbc6fe4a79","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
"5201013053e45092525f1bc5eb890a5a","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
"7a17f0b6a01d19b1d3a6ff53f9de968a","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3f9567379b1ac58ce4a0c2c02261dbf5","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5601b6ef28b3f0b1d99a43256ec77166","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"80cdb43cad742f022f1f8627f0fa299b","d__Bacteria","Firmicutes","Bacilli","Entomoplasmatales","Unclassified Entomoplasmatales","Unclassified Entomoplasmatales","Unclassified Entomoplasmatales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"b649022a134b0a4acc1fa28a328c3e18","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d47504a5f702e2e6ae3bf25b1f39cfaa","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"6032dc88d8a978f502f4f76edcd21809","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"d82786ea3ce00abc1c54ba4ed7339b62","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,10,0
"ed33190a87c415c466212c224c19c873","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"6e204ee2adc9ae27b065b34113b78576","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"99f08cfc1de6830982ce2d24b1152ad0","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"342e70faf99c951fec44124da1f563dc","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"611fb46f8050a80decd1a878f5eef015","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"a1f650388d9bca8157141aa8b5bb8eaa","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","Unclassified  Weissella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"b0995a929a8fe31a56dc4d1c0b3fa1e9","d__Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Unclassified Mycoplasmataceae","Unclassified Mycoplasmataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"8ca731d190586cf4cd3b7001355d7995","d__Bacteria","Bacteroidota","Kryptonia","Kryptoniales","MSB-3C8","MSB-3C8","Unclassified  MSB-3C8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"4b986d55131727c332453db9db5f4d91","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","Unclassified  Winogradskyella",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7bfe533b2db447d5b563f8fe1e135e26","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"6088dae6dbb61bab21fd233f32c35c6f","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b_marine_group","Unclassified  NS2b_marine_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"35086f03fe128422ad0be9e4632fe103","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b_marine_group","Unclassified  NS2b_marine_group",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"7039968481eb41060c165055d8d4b632","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquibacter","Aquibacter uncultured_bacterium",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52d5630d09eaac1b5b218ad356e91540","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Seonamhaeicola","Unclassified  Seonamhaeicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"0f27a560a37ca66684c2c51591855d42","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","Unclassified  Winogradskyella",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"46e774fc739dd3ff92aae7bb3063c8ec","d__Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","Balneola","Unclassified  Balneola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"83d4eb9ba723839901c3835f6f85c290","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"c2b13a704accc3725f33e5cd34b5beb2","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus","Unclassified  Algoriphagus",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"182dfe7a3588e4458245938ee4baf5dc","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67559018a75c750ab65c6419237ac9be","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"cbcf73205868133168482e089cef7386","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"bb7d61ed990aeadb0c7607f791c834a1","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"b085cab4cbcf4ed06ce18e222aaecd76","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","Unclassified  uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"97167b567de6d6ea375472f2012d9de8","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7827933b1297d0dee58450b2a17ad6b6","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","Unclassified  Marinoscillum",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ee05c7d0e5cc521aa372009f544f5850","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Unclassified  Ekhidna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5e3a26c4e886d3ffb8b9e5e27f2b5051","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Unclassified  Fulvivirga",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"46411c6dd8b2e57b3fdb2fa89cd3e9b0","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella","Unclassified  Reichenbachiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"88f2cd6c3496fed029a99e2186d9523f","d__Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
