"function.","genome_path_count","mean_path_abun","genome_path_sd","unique_family_count"
"K01277",14,1,0,2
"K01278",168,1.55555555555556,0.499220576299318,9
"K01281",7,1,0,2
"K01283",36,1,0,3
"K01284",165,1.39830508474576,0.49163655724363,3
"K01286",159,1.91566265060241,0.88627501206039,5
"K01295",38,1,0,7
"K01297",127,1.03252032520325,0.178102905858673,14
"K01299",73,1,0,12
"K01301",14,1,0,4
"K01302",2,1,0,2
"K01303",10,1,0,2
"K01304",10,1,0,4
"K01305",2,1,0,2
"K01308",1,1,NA,1
"K01322",66,1.08196721311475,0.27659127289276,9
"K01338",696,1.53982300884956,0.881295138757739,39
"K01354",138,1,0,10
"K01356",379,1.0026455026455,0.051434449987364,34
"K01358",578,1.23504273504274,0.45373845428129,37
"K01361",1,1,NA,1
"K01372",40,2.35294117647059,0.606339062590832,2
"K01387",1,1,NA,1
"K01392",1,1,NA,1
"K01408",5,1,0,2
"K01409",472,1.00425531914894,0.0651632256244158,39
"K01414",123,1,0,7
"K01415",16,1.6,0.516397779494322,4
"K01419",314,1,0,28
"K01420",418,1.25903614457831,0.61137972725227,35
"K01421",3,1,0,2
"K01424",227,1.01793721973094,0.133021896204019,18
"K01425",40,1.02564102564103,0.160128153805087,6
"K01426",287,1.7185628742515,0.835119409576816,11
"K01428",92,1,0,8
"K01429",75,1,0,6
"K01430",75,1,0,6
"K01432",33,1,0,1
"K01433",227,1.00888888888889,0.0940702203101829,11
"K01434",155,1.02649006622517,0.161121894541562,16
"K01436",38,1.2258064516129,0.71692293492652,8
"K01437",1,1,NA,1
"K01438",306,1.21428571428571,0.586802298872828,13
"K01439",254,1.1390134529148,0.346738880383431,21
"K01442",25,1.08695652173913,0.28810406552003,7
"K01443",73,1.02816901408451,0.237356331638771,10
"K01444",73,1,0,6
"K01447",81,1,0,3
"K01448",482,1.19602977667494,0.461216344597716,35
"K01449",5,1.25,0.5,2
"K01451",190,1.39705882352941,0.574513149960142,7
"K01453",80,1,0,2
"K01455",14,1.07692307692308,0.277350098112615,2
"K01457",57,1.1875,0.394442779605583,2
"K01458",1,1,NA,1
"K01459",1,1,NA,1
"K01462",514,1.10064239828694,0.308220029262978,37
"K01464",57,1,0,5
"K01465",700,1.51843817787419,0.580654195317042,40
"K01466",6,1,0,3
"K01467",14,1,0,2
"K01468",189,1,0,18
"K01469",92,1.31428571428571,0.467582656193181,4
"K01470",196,1.42028985507246,0.752723465889505,15
"K01471",9,1,0,1
"K01473",219,1.76612903225806,1.30108691877491,7
"K01474",239,1.95901639344262,1.6333180799043,7
"K01476",68,1,0,10
"K01477",25,1,0,3
"K01478",37,1,0,4
"K01479",102,1,0,3
"K01480",249,1.14220183486239,0.350060844739396,27
"K01481",1,1,NA,1
"K01482",1,1,NA,1
"K01483",36,1,0,3
"K01484",18,1,0,1
"K01485",144,1.27433628318584,0.44816665448205,3
"K01486",94,1.03296703296703,0.179539500485081,10
"K01487",49,1,0,4
"K01488",104,1.07216494845361,0.260105054113252,13
"K01489",212,1.01923076923077,0.137666489859818,26
"K01491",468,1.00429184549356,0.0654416970922,39
"K01493",164,1,0,27
"K01494",302,1.00666666666667,0.0815130058495636,26
"K01495",432,1.03102625298329,0.173595930701218,36
"K01496",267,1,0,18
"K01497",109,1.00925925925926,0.0962250448649376,5
"K01499",12,1,0,2
"K01501",37,1,0,2
"K01502",23,1,0,2
"K01505",43,1,0,2
"K01507",329,1.00611620795107,0.0780861484322751,21
"K01512",321,1,0,37
"K01513",4,1,0,1
"K01515",308,1.00325732899023,0.057073014553535,35
"K01520",340,1,0,31
"K01523",183,1,0,4
"K01524",536,1.36040609137056,0.485992950203271,32
"K01525",105,1,0,2
"K01531",10,1,0,3
"K01533",304,1.11764705882353,0.32278363835066,16
"K01534",150,1.04166666666667,0.261116483933547,15
"K01535",7,1,0,2
"K01537",122,1.07964601769911,0.303008513563622,20
"K01546",58,1,0,9
"K01547",52,1,0,9
"K01548",58,1,0,9
"K01551",51,1.0625,0.244623027395041,12
"K01555",69,1,0,3
"K01556",132,1,0,10
"K01560",153,1.96153846153846,0.780314749886934,5
"K01561",13,1,0,1
"K01563",57,1.07547169811321,0.331027340479813,10
"K01567",2,1,0,1
"K01569",1,1,NA,1
"K01571",78,1,0,9
"K01572",86,1.08860759493671,0.285992353211451,10
"K01573",38,1,0,3
"K01574",2,1,0,2
"K01576",24,1,0,2
"K01578",94,1,0,2
"K01579",292,1,0,36
"K01580",33,1,0,4
"K01581",124,1.53086419753086,0.526460344021428,2
"K01582",24,1,0,2
"K01583",2,1,0,1
"K01584",23,1,0,1
"K01585",188,1,0,14
"K01586",475,1.03036876355748,0.206286194769787,40
"K01588",438,1.0045871559633,0.067650652451992,39
"K01589",294,1,0,18
"K01591",457,1,0,39
"K01593",25,1,0,7
"K01594",2,1,0,2
"K01595",224,1,0,12
"K01596",70,1,0,12
"K01597",30,1,0,6
"K01598",10,1,0,3
"K01599",476,1.07692307692308,0.407927718533419,34
"K01601",61,1.27083333333333,0.49420399497827,4
"K01602",41,1.025,0.158113883008419,3
"K01607",155,1.19230769230769,0.41476908390528,9
"K01609",441,1,0,39
"K01610",245,1.01659751037344,0.128023597409915,18
"K01611",84,1.06329113924051,0.245041710311276,15
"K01613",402,1.01515151515152,0.122309949801655,30
"K01615",5,1,0,1
"K01616",1,1,NA,1
"K01617",3,1,0,1
"K01619",227,1.00442477876106,0.0665190105237739,27
"K01620",352,1.01149425287356,0.106746798216206,29
"K01621",49,1,0,8
"K01622",4,1,0,3
"K01623",57,1,0,3
"K01624",339,1.04953560371517,0.217320142959396,31
"K01625",233,1.00865800865801,0.0928459215157256,11
"K01626",356,1.26690391459075,0.458967032762913,20
"K01627",399,1,0,29
"K01628",180,1.17647058823529,0.382471998610829,25
"K01630",6,1,0,1
"K01631",52,1,0,1
"K01633",305,1,0,22
"K01635",24,1,0,2
"K01637",156,1.01298701298701,0.113587545748596,5
"K01638",175,1,0,7
"K01639",13,1,0,4
"K01640",197,1.04232804232804,0.22669427886726,8
"K01641",26,1.1304347826087,0.344350221575091,8
"K01643",7,1,0,3
"K01644",199,1.7304347826087,0.775974080893269,11
"K01646",1,1,NA,1
"K01647",526,1.17673378076063,0.39909660125068,36
"K01649",717,1.57929515418502,0.524552525477951,38
"K01652",843,1.87333333333333,1.35121820809214,39
"K01653",439,1.0045766590389,0.0675733831808091,37
"K01654",37,1.08823529411765,0.287902241281237,10
"K01655",7,1,0,2
"K01657",410,1.00244498777506,0.0494468176434149,39
"K01658",442,1.0599520383693,0.237683122928242,39
"K01659",27,1,0,3
"K01661",100,1,0,10
"K01662",442,1.05238095238095,0.223059754441712,35
"K01663",23,1,0,3
"K01664",23,1,0,6
"K01665",233,1.0174672489083,0.131291342767981,13
"K01666",6,1,0,5
"K01667",34,1.13333333333333,0.34574590364176,5
"K01669",457,1.37237237237237,0.731860613304681,18
"K01673",431,1.20728291316527,0.426183297940188,22
"K01674",9,1,0,2
"K01676",208,1.1685393258427,0.375400503452997,11
"K01677",21,1,0,9
"K01678",21,1,0,9
"K01679",307,1,0,25
"K01681",423,1.06818181818182,0.25237650650501,37
"K01682",102,1.00990099009901,0.0995037190209989,5
"K01684",38,1,0,4
"K01685",119,1,0,4
"K01686",61,1,0,4
"K01687",581,1.31447963800905,0.826553824749503,39
"K01689",467,1,0,39
"K01690",125,1,0,1
"K01692",546,2.88888888888889,2.36852888477514,8
"K01693",377,1,0,37
"K01695",441,1,0,39
"K01696",446,1.00224719101124,0.0474045463139977,38
"K01697",71,1.05970149253731,0.238721151830063,7
"K01698",452,1,0,38
"K01703",484,1.06373626373626,0.253398262007956,39
"K01704",482,1.06167400881057,0.249826110621233,39
"K01705",4,1,0,1
"K01708",22,1,0,1
"K01709",31,1,0,6
"K01710",566,1.22510822510823,0.438367966624086,40
"K01711",313,1.04682274247492,0.324319016061394,27
"K01712",194,1.01570680628272,0.124665438192574,17
"K01714",715,1.54761904761905,1.04606729786078,38
"K01715",181,1.07100591715976,0.319485533189157,21
"K01716",164,1,0,2
"K01719",233,1.03555555555556,0.185592145427667,15
"K01720",13,1,0,4
"K01721",63,1.96875,0.176776695296637,2
"K01724",313,1,0,20
"K01725",18,1,0,4
"K01729",1,1,NA,1
"K01733",544,1.18260869565217,0.454128650601093,40
"K01734",89,1.01136363636364,0.106600358177805,8
"K01735",462,1.02666666666667,0.16128658663681,37
"K01736",470,1,0,40
"K01737",497,1.35792349726776,0.507780617762369,39
"K01738",488,1.33333333333333,0.56212252682117,38
"K01739",108,1.02857142857143,0.167397664326531,17
"K01740",351,1.06686930091185,0.250176007432641,21
"K01744",45,1.125,0.334932063528542,9
