"id","Kingdom","Phylum","Class","Order","Family","Genus","Species","1256-201-HI6-S","1256-204-HI7-S","1256-207-HI8-S","1256-210-HI10-S","1256-217-HI58-S","1256-220-HI59-S","1256-223-HI60-S","1256-226-HI61-S","1256-229-HI62-S","1256-236-HI64-S","1256-239-HI65-S","1256-245-HI67-S","1256-249-HI68-S","1256-252-HI69-S","1256-255-HI70-S","1256-257-HIA-S","1256-260-HIB-S","1256-263-HICS"
"eafaf959f94abc88c388f781534a78ce","d__Bacteria","Bacteroidota","Chlorobia","Chlorobiales","Chlorobiaceae","Prosthecochloris","Unclassified  Prosthecochloris",0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0
"2b87b716b64c6eb6c705c9ccf12c9e67","d__Bacteria","WOR-1","WOR-1","WOR-1","WOR-1","WOR-1","WOR-1 uncultured_bacterium",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"055cba3d5e5dd5a1233426b109a6d6b7","d__Bacteria","WOR-1","WOR-1","WOR-1","WOR-1","WOR-1","WOR-1 uncultured_bacterium",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"47830587dbfc298a3b2b7aaac2af4612","d__Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","Candidatus_Obscuribacter","Candidatus_Obscuribacter uncultured_bacterium",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cfcd140e45ed533d775eb54e445138be","d__Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionales","Vampirovibrionales","Unclassified  Vampirovibrionales",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e5eb9ffae1e0a3904908571a064ca9d5","d__Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionaceae","Vampirovibrionaceae","Unclassified  Vampirovibrionaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"f0e68183f585d14e393b384c13f72c32","d__Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"e10a7bf4d670d2305e132e405a1084d7","d__Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales uncultured_organism",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"3b0214284a8d4e4507c670da71fabe4c","d__Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales","Unclassified  Gastranaerophilales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"b3c809161d97cd19f34f856bb98b3e7c","d__Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales uncultured_organism",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"5b5e923808773223921fb5c8dc2852c2","d__Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales uncultured_organism",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"b6be1897d983a481aac384225a8aa82b","d__Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"afe2794035780fc2e10c4f6e6cb34eb6","d__Bacteria","Cyanobacteria","Vampirivibrionia","Unclassified Vampirivibrionia","Unclassified Vampirivibrionia","Unclassified Vampirivibrionia","Unclassified Vampirivibrionia",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"4208d934aaf8ea44abc3bc520c9eb11f","d__Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales uncultured_bacterium",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"3a62972200267d78152627fd5776eb2f","d__Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales","Gastranaerophilales uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"85379938f02d1c349c42722da2a4d1da","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria uncultured_bacterium",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b9e9e347dc2f07eb1fcf9f9fa95ae0d","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"3e1f464c4ab72fbb4c17d207b305bf7d","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria uncultured_organism",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c7e25d5d6e88a75dda2390bf257ab703","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria uncultured_organism",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"e683295b6cd848cd647d9dec6b07d945","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Unclassified  Gracilibacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"960f7e2a267b9b608428890d2dfd53f2","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria uncultured_bacterium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"df9096ef60a20cf03317128538e744cf","d__Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Unclassified  Gracilibacteria",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"45f7b04c8bd22f4891f9e71daff6898b","d__Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria","Unclassified  Candidatus_Peregrinibacteria",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8708001d3fa4eb38dbb2a2a9a1ab7362","d__Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria","Candidatus_Peregrinibacteria","Unclassified  Candidatus_Peregrinibacteria",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"f5aeffac54c7633e989038cdc37e6424","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","TM7a uncultured_bacterium",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"3603ce3ae6132c8b9aff61a7edb08bd8","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Unclassified Saccharimonadales","Unclassified Saccharimonadales","Unclassified Saccharimonadales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"6374111cea73f996514c6e04aeeefc7f","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Saccharimonadales uncultured_bacterium",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"b3efffe6fa7cd1988053d796f92b6645","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Saccharimonadales uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"e4ee225464c767c8f6c90f8f5ac5bfd0","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Saccharimonadales uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"a73f1fce4dc5c9d246424d543be34efc","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Saccharimonadales uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"9151111179f6f781789f508f0c609271","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Saccharimonadales uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"421bbc0cfe25fa7c3000168e10b0aa10","d__Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Saccharimonadales uncultured_bacterium",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"596eab5536a8612ea4191c5067ce80e5","d__Bacteria","Patescibacteria","WWE3","WWE3","WWE3","WWE3","Unclassified  WWE3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0dbc1a9bdca9ad3dcc95d2e9910ec40e","d__Bacteria","Patescibacteria","WWE3","WWE3","WWE3","WWE3","WWE3 uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"3a9d4e57525318b3f6b11ca46ed8648d","d__Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1)","Unclassified  Absconditabacteriales_(SR1)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93df8bbf72e4bc03e81443bcc4b310fb","d__Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1)","Absconditabacteriales_(SR1) uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3f3b9b1b0f32605a7afeb77c0823f072","d__Bacteria","Patescibacteria","Microgenomatia","Candidatus_Woesebacteria","Candidatus_Woesebacteria","Candidatus_Woesebacteria","Candidatus_Woesebacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"12230ca78a3d86bbcd1e957011dcc7e9","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Unclassified  Candidatus_Kaiserbacteria",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"db0042ac86f08d9fe38a67c9bfa9fc9e","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"9d526f128a36eb068707916ba1667eb2","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"9f75d33667fb8b7533aea566f41031c8","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria uncultured_bacterium",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"cf251e20c5b225b18310d70b05b2fda2","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"c9c49d243a2163e3c413271f13136c24","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Candidatus_Campbellbacteria","Unclassified  Candidatus_Campbellbacteria",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"db56b3e445a3cf206e4c7055f22d61c6","d__Bacteria","Patescibacteria","Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria","Unclassified Parcubacteria",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"997140262ed917fe2401b18e541e1e4e","d__Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Candidatus_Kaiserbacteria","Unclassified  Candidatus_Kaiserbacteria",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8ea6478918fa5128ba59100580a789ec","d__Bacteria","Patescibacteria","Parcubacteria","Parcubacteria","Parcubacteria","Parcubacteria","Parcubacteria uncultured_bacterium",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"3c221ef9c52c3cf0d4db0b0f91000431","d__Bacteria","Patescibacteria","ABY1","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria uncultured_bacterium",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4cbd1416bce23995d3a8d077928f670d","d__Bacteria","Patescibacteria","ABY1","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria","Candidatus_Magasanikbacteria","Unclassified  Candidatus_Magasanikbacteria",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"3594ce2abecf7a774c206a0a406e590b","d__Bacteria","Patescibacteria","ABY1","Candidatus_Uhrbacteria","Candidatus_Uhrbacteria","Candidatus_Uhrbacteria","Unclassified  Candidatus_Uhrbacteria",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8ab1b49c922a8ab9134c660c10c4d2b7","d__Bacteria","Patescibacteria","ABY1","Candidatus_Uhrbacteria","Candidatus_Uhrbacteria","Candidatus_Uhrbacteria","Unclassified  Candidatus_Uhrbacteria",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"8ada6ce6544c917d96b9f4ae1abd4111","d__Bacteria","Patescibacteria","ABY1","Unclassified ABY1","Unclassified ABY1","Unclassified ABY1","Unclassified ABY1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"82f8c1b9a5c81173d5f219f4a1060605","d__Bacteria","Patescibacteria","ABY1","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria","Candidatus_Komeilibacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"a05db1b54fdc8dc62c7500c184a5cfd5","d__Bacteria","Patescibacteria","Parcubacteria","GWA2-38-13b","GWA2-38-13b","GWA2-38-13b","GWA2-38-13b uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"8919e0a3904ea1b76ef8436585242f27","d__Bacteria","Patescibacteria","Parcubacteria","GWA2-38-13b","GWA2-38-13b","GWA2-38-13b","GWA2-38-13b uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"8c0190fa66197dabcc641a44131f403c","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Unclassified  Paramaledivibacter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"5a0675ffdb0e150df74000235628d758","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"260e5c5ecff7be1213e7dc8c009feae9","d__Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"4a6b6a7fb51e7cf3adcaf17b6e75fdb4","d__Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116_clade","SAR116_clade","SAR116_clade uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"0c7fa91300f810f0cf02b6ff683532b5","d__Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Unclassified  Mycoplasma",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"d74b74eacd5d3eb84f5aab8a7e31606f","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"a740cf6239991b0f27e830136e19ccad","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Pleurocapsa_PCC-7319","Unclassified  Pleurocapsa_PCC-7319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"9fe084c766f36f1da619bf1be448c363","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales","Unclassified Cyanobacteriales",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a5d4ba82604db7fa4e2be6d0e90d7bb8","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","Cyanobacterium_CLg1","Unclassified  Cyanobacterium_CLg1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"17fe2357903390cf3ef7d0edb2d20edf","d__Bacteria","Cyanobacteria","Cyanobacteriia","Unclassified Cyanobacteriia","Unclassified Cyanobacteriia","Unclassified Cyanobacteriia","Unclassified Cyanobacteriia",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a1e41f59a6a2f0a3ca8efb43f1e2edff","d__Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Rivularia_PCC-7116","Unclassified  Rivularia_PCC-7116",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d058881c9191f6dc56652a3a567b8dfd","d__Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Acrophormium_PCC-7375","Unclassified  Acrophormium_PCC-7375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"c9f3b17ef1354fcc59bc2b519e6a1c2b","d__Bacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria","Margulisbacteria uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7527e41e9b8d48b0cfc751b8ed7dd8d1","d__Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia","Sericytochromatia","Sericytochromatia","Unclassified  Sericytochromatia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"0abef7c902e426230d08d87762d4cdb1","d__Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia","Sericytochromatia","Sericytochromatia","Unclassified  Sericytochromatia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6a6138fffe27723173fc7b0152e97bef","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Finegoldia","Finegoldia uncultured_bacterium",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705ec3c45a6925d9aa3d8256f397168f","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Finegoldia","Finegoldia uncultured_bacterium",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69b8c642144529b0486433d1fbf9dfe6","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Anaerococcus","Unclassified  Anaerococcus",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8b91780240454621b06a1ec26ebfcff8","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Anaerococcus","Anaerococcus uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"c047fb8348e6633a116075a9c0b1fa2b","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Peptoniphilus","Unclassified  Peptoniphilus",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"81d8faedcd0e43cc0f408cb9731854b4","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"8067f819b26aef81fbb5b1b937652351","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Unclassified  Paramaledivibacter",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"4611c31197e4622a867e396a81193d42","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Unclassified  Paramaledivibacter",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"a6fadbc4403fe8237b5fb4bf7e077945","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Unclassified  Paramaledivibacter",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9c3ea0cd050b9464686705eadb175de6","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Unclassified  Paramaledivibacter",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"11e4ddcd623fca6c9a735669540ce9a3","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter","Paramaledivibacter uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"91f7543f8e5186c767c67eb30841b0ca","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0972af539c438102f4f9e91fb23c9a06","d__Bacteria","Firmicutes","Clostridia","Unclassified Clostridia","Unclassified Clostridia","Unclassified Clostridia","Unclassified Clostridia",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"79754a430b99506a86357919c2fc857f","d__Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Unclassified Lachnospiraceae","Unclassified Lachnospiraceae",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"202314ca82c568d7f7717403a85968b0","d__Bacteria","Halanaerobiaeota","Halanaerobiia","Halanaerobiales","Halanaerobiaceae","Halanaerobium","Unclassified  Halanaerobium",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
"41e6ec8e71757d8d1478eadbc6fe4a79","d__Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales","Unclassified Peptostreptococcales-Tissierellales",0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"fd368130821b0c35f0f89bc368e1baca","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"342e70faf99c951fec44124da1f563dc","d__Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified  Streptococcus",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a2dc170cb65fc3218af865ae638d0d16","d__Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium uncultured_bacterium",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"c905a47c8bac08af53d4e60068e2ab43","d__Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales","Kapabacteriales","Kapabacteriales uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
