"id","1256-274-P5-M","1256-288-P7-M","1256-291-P8-M","1256-294-P11-M","1256-298-P12-M","1256-303-P479-M","1256-305-P480-M","1256-307-P481-M","1256-309-P482-M","1256-311-P483-M","1256-313-P484-M","1256-315-P485-M","1256-319-P486-M","1256-321-P489-M","1256-323-P492-M","1256-324-P493-M","1256-326-P494-M","1256-330-P497-M","1256-332-P498-M","1256-333-P499-M","1256-337-P502-M","1256-338-P503-M","1256-340-P504-M","1256-342-P507-M","1256-344-P508-M","1256-346-P509-M","1256-348-P510-M","1256-350-P511-M","1256-352-P512-M","1256-358-P501-M"
"b97e9f984488d54dad0cd9b96d6a3361",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"be278a132c0b2dd180564831a5e1ac47",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"abe6207e2a394a262c41573f1512e3c3",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"805f647cc370258896c472032e581196",0,0,0,0,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f2af1a9a9036895e413715e0c65e7ce5",5,0,0,0,0,0,8,2,8,0,0,2,1,0,2,0,0,2,0,0,0,0,0,0,9,0,0,0,26,1
"f7cbb448d2e73e19fd8bc4fb2c75871f",0,0,0,0,0,8,5,0,2,1,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"d6bcc2e051cc8cb5fffd9950666098bf",0,0,0,0,0,0,3,3,3,4,6,3,4,2,0,3,0,1,2,0,5,2,0,0,0,0,0,0,0,0
"5a7f19bddc28621c04b1c3a095abc67e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229c2c76c5a39b31dbcad0f34195031a",0,0,0,1,0,3,7,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"c76305d9ccf70f9e858b7150768b1f6f",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e50f1190331945fe7b84996a64c65812",5,0,0,1,0,15,6,0,23,18,51,27,6,26,19,12,0,2,29,9,11,6,0,3,24,0,0,0,0,6
"bc2fd6299249ee330f8f54d5eab779c6",7,0,0,0,0,0,2,0,0,0,0,3,3,12,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"845c69f31c1f07179e7925fdf2f1ed81",0,0,0,0,0,0,0,0,0,3,8,3,0,2,7,10,0,0,0,0,3,0,0,0,0,0,7,0,0,0
"d65f96fc9a5d8fd9e8488a5539acbc8f",1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"039fb7d9e5fd57ab4e2e3465d02553d7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c54dcfc07c1dff09a355810265fb93f2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"736e359bb3f06fb2b6728799761d59c7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"fac6b59b4707e089e80fdd63a5e9e093",0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e98e5d179fe117dc0bbb95625c1b3a2",0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"b7cae237f9439cb3d048020f06c1ba28",0,0,0,0,0,0,0,0,0,27,36,16,0,1,10,0,0,12,14,55,0,0,16,0,0,23,3,0,12,95
"4b7815fb4422af5d87579e764ed21928",0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7dca3a9f31ed94c1ebde4656655b51fb",0,0,0,0,0,2,0,3,22,8,0,2,0,0,2,0,10,9,17,9,9,6,0,0,0,14,4,23,0,0
"09babc87b9a5624894d03742042176ad",0,0,0,2,0,0,13,0,2,0,0,0,3,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"d8c8aa080410ba5291e66656d2d9918e",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe211ad070e24fd748c3970bae9c0af1",1,8,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0
"acd3550e8607a405f768528d8fb8a1b4",0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40d69726b3117e22fd8a769eece9b4d7",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57d4bcbdbc5f06cb57c62a00e03f97b9",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"8c13545adec04d8684f5fa22403cf7bd",0,0,0,5,0,4,2,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1fa3cb9add49ab4ae2cee3fe9ea32a00",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"9f8bb6d2ad0d04b722e530a50c19062e",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b48cc39bf55c93f316da55742d993cf7",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"d60acf40066be2918ec24d928fa0ca99",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8756b66a23752fd20fef877b2e56af4a",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0
"001671a5fc2053a14ad19dfd9a58fbe6",16,0,0,0,0,1,7,0,1,4,0,0,1,0,0,7,0,1,6,4,1,0,28,0,0,0,0,0,0,0
"8dc6256de1c35f220af89b31351c23b3",0,0,0,0,0,0,0,0,0,0,0,0,692,0,0,0,0,32,0,0,1,24,0,0,0,0,0,0,0,0
"9c54d8e448e3384cb332831fec08357d",0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"881cac2d5e96f1280834ba8f14be6d2d",0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"498ef5935a6ef1b3ec6f4a446c22e81b",0,0,0,0,0,24,0,31,0,12,10,28,0,0,1,0,0,6,0,4,2,0,14,0,0,0,0,0,0,0
"4856d5fbf62a904ff14a983fc45456ac",0,0,0,0,1,85,76,91,88,56,67,104,0,29,53,68,0,25,19,3,76,11,62,28,33,25,5,0,0,0
"2ef9737e2f4966a65a5ecff217114b86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,0,0,0,0,0,0,0,0
"de418ca92c7ce2ddfd1a5cfb82e6533b",0,0,0,2,0,0,4,0,2,0,0,1,0,0,3,0,20,8,1,41,4,0,0,3,26,0,14,0,30,0
"73427efa547d281fb265c751a2313fc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"1d03d040b92885c10156a153b85c8a8d",1,0,0,0,1,4,3,22,14,25,18,18,5,7,23,81,0,18,4,0,0,0,9,19,0,40,56,18,12,0
"e19b09a2e8c692a67eff538610dcc8a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0
"1757819638456d5276c957e72b23e97f",0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
"d95a7cfe5e6a81375a4e71614a34bbc9",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0
"59137048681281ec68a8a3013f09305e",44,0,0,0,0,1,0,0,0,0,5,0,1,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"104bd61eb7250b937f5d48f21ca7a23c",36,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
"3670b63f84b91994def5f0a320680208",30,0,0,0,0,0,21,0,4,0,0,1,0,3,0,0,0,1,4,0,0,0,16,0,0,0,0,0,0,0
"0ed43df0c8a16b92c9f50e75eb907de8",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15da022850dda1fd5f57481ee5cf70d0",0,3,0,1,0,73,2,104,8,53,25,44,1,66,103,120,0,13,11,13,23,7,35,46,60,17,0,23,22,0
"d0070865835257225a4554e5507bf4c6",0,0,0,0,0,0,12,74,26,21,11,37,0,11,25,17,0,31,2,0,0,0,20,0,21,14,0,0,2,0
"773b82f0f838c3d6534dc7e8624b443f",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761bc6674262e221369bd4ebcab95ea7",1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e3a610828ef4348a803886422cc18b8d",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ed6815cecbcd40886efa74b142f53615",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
