pseudo_sampleID	expedition_number	host_scientific_name	neutrality	compartment	compartment_neutrality
E1.15.Dip.heli.1.20140809.T_neutral	E1	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E1.15.Dip.heli.1.20140815.T_neutral	E1	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E1.15.Dip.heli.1.20140905.T_neutral	E1	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E1.17.Cau.furc.1.20140801.T_neutral	E1	Caulastrea furcata	neutral	Tissue	Tissue_neutral
E1.17.Ech.lame.1.20140905.T_neutral	E1	Echinopora lamellosa	neutral	Tissue	Tissue_neutral
E1.17.Ech.mamm.1.20140815.T_neutral	E1	Echinopora mammiformis	neutral	Tissue	Tissue_neutral
E1.17.Fav.sp.1.20140805.T_neutral	E1	Favites sp1	neutral	Tissue	Tissue_neutral
E1.17.Fav.sp.1.20140811.T_neutral	E1	Echinophyllia orpheensis	neutral	Tissue	Tissue_neutral
E1.17.Fav.sp.2.20140805.T_neutral	E1	Favites sp2	neutral	Tissue	Tissue_neutral
E1.17.Hyd.exes.1.20140803.T_neutral	E1	Hydnophora exesa	neutral	Tissue	Tissue_neutral
E1.19.Lob.sp.1.20140730.T_neutral	E1	Lobophyllia sp	neutral	Tissue	Tissue_neutral
E1.19.Lob.sp.1.20140809.T_neutral	E1	Lobophyllia sp	neutral	Tissue	Tissue_neutral
E1.19.Sym.sp.1.20140814.T_neutral	E1	Symphyllia sp	neutral	Tissue	Tissue_neutral
E1.19.Sym.sp.1.20140815.T_neutral	E1	Symphyllia sp	neutral	Tissue	Tissue_neutral
E1.19.Sym.sp.1.20140905.T_neutral	E1	Symphyllia sp	neutral	Tissue	Tissue_neutral
E1.2.Tur.pelt.1.20140814.T_neutral	E1	Turbinaria peltata	neutral	Tissue	Tissue_neutral
E1.2.Tur.reni.1.20140730.T_neutral	E1	Turbinaria reniformis	neutral	Tissue	Tissue_neutral
E1.2.Tur.reni.1.20140814.T_neutral	E1	Turbinaria reniformis	neutral	Tissue	Tissue_neutral
E1.2.Tur.stel.1.20140805.T_neutral	E1	Turbinaria stellulata	neutral	Tissue	Tissue_neutral
E1.3.Por.cyli.1.20140801.T_neutral	E1	Porites cylindrica	neutral	Tissue	Tissue_neutral
E1.3.Por.cyli.1.20140815.T_neutral	E1	Porites cylindrica	neutral	Tissue	Tissue_neutral
E1.3.Por.loba.1.20140726.T_neutral	E1	Porites lobata	neutral	Tissue	Tissue_neutral
E1.3.Por.loba.1.20140905.T_neutral	E1	Porites lobata	neutral	Tissue	Tissue_neutral
E1.4.Pac.rugo.1.20140728.T_neutral	E1	Pachyseris rugosa	neutral	Tissue	Tissue_neutral
E1.4.Pac.rugo.1.20140814.T_neutral	E1	Pachyseris rugosa	neutral	Tissue	Tissue_neutral
E1.4.Pac.spec.1.20140801.T_neutral	E1	Pachyseris speciosa	neutral	Tissue	Tissue_neutral
E1.4.Pac.spec.1.20140811.T_neutral	E1	Pachyseris speciosa	neutral	Tissue	Tissue_neutral
E1.5.Gal.astr.1.20140728.T_neutral	E1	Galaxea astreata	neutral	Tissue	Tissue_neutral
E1.5.Gal.astr.1.20140807.T_neutral	E1	Galaxea astreata	neutral	Tissue	Tissue_neutral
E1.5.Gal.astr.1.20140814.T_neutral	E1	Galaxea astreata	neutral	Tissue	Tissue_neutral
E1.5.Gal.astr.1.20140905.T_neutral	E1	Galaxea astreata	neutral	Tissue	Tissue_neutral
E1.6.Acr.humi.1.20140731.T_neutral	E1	Acropora humilis	neutral	Tissue	Tissue_neutral
E1.6.Acr.sp.1.20140905.T_neutral	E1	Acropora sp_bushy	neutral	Tissue	Tissue_neutral
E1.6.Iso.pali.1.20140803.T_neutral	E1	Isopora palifera	neutral	Tissue	Tissue_neutral
E1.6.Iso.pali.1.20140815.T_neutral	E1	Isopora palifera	neutral	Tissue	Tissue_neutral
E1.7.Pav.sp.1.20140905.T_neutral	E1	Pavona sp	neutral	Tissue	Tissue_neutral
E1.7.Pav.vari.1.20140805.T_neutral	E1	Pavona varians	neutral	Tissue	Tissue_neutral
E1.7.Pav.vari.1.20140815.T_neutral	E1	Pavona varians	neutral	Tissue	Tissue_neutral
E1.7.Pav.veno.1.20140809.T_neutral	E1	Pavona venosa	neutral	Tissue	Tissue_neutral
E1.7.Pav.veno.1.20140811.T_neutral	E1	Pavona venosa	neutral	Tissue	Tissue_neutral
E10.10.Poc.dami.1.20150630.T_neutral	E10	Pocillopora damicornis	neutral	Tissue	Tissue_neutral
E10.10.Sty.pist.2.20150630.T_neutral	E10	Stylophora pistillata	neutral	Tissue	Tissue_neutral
E10.17.Fav.abdi.1.20150630.T_neutral	E10	Favites abdita	neutral	Tissue	Tissue_neutral
E10.17.Gon.favu.1.20150629.T_neutral	E10	Goniastrea favulus	neutral	Tissue	Tissue_neutral
E10.17.Gon.favu.1.20150630.T_neutral	E10	Goniastrea favulus	neutral	Tissue	Tissue_neutral
E10.17.Gon.favu.2.20150630.T_neutral	E10	Goniastrea favulus	neutral	Tissue	Tissue_neutral
E10.17.Mon.curt.3.20150629.T_neutral	E10	Astrea curta	neutral	Tissue	Tissue_neutral
E10.Acr.cyth.1.20150627.T_neutral	E10	Acropora cytherea	neutral	Tissue	Tissue_neutral
E10.Acr.cyth.2.20150627.T_neutral	E10	Acropora cytherea	neutral	Tissue	Tissue_neutral
E10.Acr.cyth.3.20150627.T_neutral	E10	Acropora cytherea	neutral	Tissue	Tissue_neutral
E10.Acr.pali.2.20150627.T_neutral	E10	Isopora palifera	neutral	Tissue	Tissue_neutral
E10.Acr.pali.3.20150627.T_neutral	E10	Isopora palifera	neutral	Tissue	Tissue_neutral
E10.Alv.alli.1.20150628.T_neutral	E10	Alveopora allingi	neutral	Tissue	Tissue_neutral
E10.Alv.alli.2.20150628.T_neutral	E10	Alveopora allingi	neutral	Tissue	Tissue_neutral
E10.Alv.alli.3.20150628.T_neutral	E10	Alveopora allingi	neutral	Tissue	Tissue_neutral
E10.Cyp.micr.1.20150627.T_neutral	E10	Cyphastrea microphthalma	neutral	Tissue	Tissue_neutral
E10.Fav.abdi.1.20150629.T_neutral	E10	Favites abdita	neutral	Tissue	Tissue_neutral
E10.Mon.curt.1.20150629.T_neutral	E10	Astrea curta	neutral	Tissue	Tissue_neutral
E10.Mon.curt.2.20150629.T_neutral	E10	Astrea curta	neutral	Tissue	Tissue_neutral
E10.Poc.dami.1.20150628.T_neutral	E10	Pocillopora damicornis	neutral	Tissue	Tissue_neutral
E10.Poc.dami.2.20150628.T_neutral	E10	Pocillopora damicornis	neutral	Tissue	Tissue_neutral
E10.Por.hero.1.20150628.T_neutral	E10	Porites heronensis	neutral	Tissue	Tissue_neutral
E10.Por.hero.2.20150628.T_neutral	E10	Porites heronensis	neutral	Tissue	Tissue_neutral
E10.Por.hero.3.20150628.T_neutral	E10	Porites heronensis	neutral	Tissue	Tissue_neutral
E10.Sty.pist.1.20150628.T_neutral	E10	Stylophora pistillata	neutral	Tissue	Tissue_neutral
E3.11.Fun.sp.1.20150125.T_neutral	E3	Fungia sp	neutral	Tissue	Tissue_neutral
E3.11.Fun.sp.1.20150127.T_neutral	E3	Fungia sp	neutral	Tissue	Tissue_neutral
E3.11.Fun.sp.2.20150125.T_neutral	E3	Fungia sp	neutral	Tissue	Tissue_neutral
E3.14.Phy.lich.1.20150129.T_neutral	E3	Physogyra lichtensteini	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.1.20150105.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.1.20150106.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.1.20150118.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.1.20150120.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.1.20150121.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.1.20150123.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.2.20150105.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.2.20150106.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.2.20150119.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.2.20150121.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.3.20150105.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.3.20150106.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.3.20150120.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.3.20150121.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.3.20150123.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.4.20150105.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.15.Dip.heli.4.20150106.T_neutral	E3	Diploastrea heliopora	neutral	Tissue	Tissue_neutral
E3.17.Ech.horr.1.20150123.T_neutral	E3	Echinopora horrida	neutral	Tissue	Tissue_neutral
E3.17.Ech.mamm.1.20150123.T_neutral	E3	Echinopora mammiformis	neutral	Tissue	Tissue_neutral
E3.17.Ech.mamm.1.20150127.T_neutral	E3	Echinopora mammiformis	neutral	Tissue	Tissue_neutral
E3.2.Tur.reni.1.20150127.T_neutral	E3	Turbinaria reniformis	neutral	Tissue	Tissue_neutral
E3.3.Por.cyli.1.20150123.T_neutral	E3	Porites cylindrica	neutral	Tissue	Tissue_neutral
E3.3.Por.cyli.1.20150127.T_neutral	E3	Porites cylindrica	neutral	Tissue	Tissue_neutral
E3.3.Por.cyli.2.20150123.T_neutral	E3	Porites cylindrica	neutral	Tissue	Tissue_neutral
E3.4.Pac.rugo.1.20150127.T_neutral	E3	Pachyseris rugosa	neutral	Tissue	Tissue_neutral
E3.4.Pac.rugo.1.20150128.T_neutral	E3	Pachyseris rugosa	neutral	Tissue	Tissue_neutral
E3.4.Pac.spec.1.20150128.T_neutral	E3	Pachyseris speciosa	neutral	Tissue	Tissue_neutral
E3.4.Pac.spec.1.20150129.T_neutral	E3	Pachyseris speciosa	neutral	Tissue	Tissue_neutral
E3.5.Gal.astr.1.20150124.T_neutral	E3	Galaxea astreata	neutral	Tissue	Tissue_neutral
E3.5.Gal.astr.2.20150124.T_neutral	E3	Galaxea astreata	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.1.20150106.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.1.20150118.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.1.20150121.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.1.20150123.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.2.20150105.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.2.20150106.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.2.20150120.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.2.20150123.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.3.20150105.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.3.20150106.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.3.20150120.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.3.20150121.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.3.20150123.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.4.20150105.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.6.Acr.hyac.4.20150106.T_neutral	E3	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E3.7.Pav.vari.1.20150124.T_neutral	E3	Pavona varians	neutral	Tissue	Tissue_neutral
E3.7.Pav.vari.1.20150127.T_neutral	E3	Pavona varians	neutral	Tissue	Tissue_neutral
E3.7.Pav.vari.2.20150124.T_neutral	E3	Pavona varians	neutral	Tissue	Tissue_neutral
E7.17.Ech.lame.1.20150620.T_neutral	E7	Echinopora lamellosa	neutral	Tissue	Tissue_neutral
E7.17.Ech.lame.2.20150620.T_neutral	E7	Echinopora lamellosa	neutral	Tissue	Tissue_neutral
E7.17.Ech.lame.3.20150620.T_neutral	E7	Echinopora lamellosa	neutral	Tissue	Tissue_neutral
E7.17.Fav.abdi.1.20150623.T_neutral	E7	Favites abdita	neutral	Tissue	Tissue_neutral
E7.17.Fav.spA.1.20150623.T_neutral	E7	Dipsastraea sp_A	neutral	Tissue	Tissue_neutral
E7.17.Fav.spA.2.20150623.T_neutral	E7	Dipsastraea sp_A	neutral	Tissue	Tissue_neutral
E7.17.Fav.spC.1.20150623.T_neutral	E7	Dipsastraea sp_C	neutral	Tissue	Tissue_neutral
E7.17.Gon.edwa.1.20150623.T_neutral	E7	Goniastrea edwardsi	neutral	Tissue	Tissue_neutral
E7.17.Gon.edwa.2.20150623.T_neutral	E7	Goniastrea edwardsi	neutral	Tissue	Tissue_neutral
E7.17.Hyd.exce.1.20150620.T_neutral	E7	Hydnophora exesa	neutral	Tissue	Tissue_neutral
E7.17.Hyd.exes.1.20150622.T_neutral	E7	Hydnophora exesa	neutral	Tissue	Tissue_neutral
E7.17.Hyd.exes.2.20150622.T_neutral	E7	Hydnophora exesa	neutral	Tissue	Tissue_neutral
E7.17.Mer.ampl.1.20150621.T_neutral	E7	Merulina ampliata	neutral	Tissue	Tissue_neutral
E7.17.Mer.ampl.2.20150621.T_neutral	E7	Merulina ampliata	neutral	Tissue	Tissue_neutral
E7.17.Mer.ampl.3.20150621.T_neutral	E7	Merulina ampliata	neutral	Tissue	Tissue_neutral
E7.17.Myc.elep.1.20150622.T_neutral	E7	Echinophyllia aspera	neutral	Tissue	Tissue_neutral
E7.17.Pla.sine.1.20150622.T_neutral	E7	Platygyra sinensis	neutral	Tissue	Tissue_neutral
E7.17.Pla.sine.2.20150622.T_neutral	E7	Platygyra sinensis	neutral	Tissue	Tissue_neutral
E7.17.Pla.sine.3.20150622.T_neutral	E7	Platygyra sinensis	neutral	Tissue	Tissue_neutral
E7.19.Lob.hemp.1.20150619.T_neutral	E7	Lobophyllia hemprichii	neutral	Tissue	Tissue_neutral
E7.19.Lob.hemp.1.20150621.T_neutral	E7	Lobophyllia hemprichii	neutral	Tissue	Tissue_neutral
E7.19.Lob.hemp.2.20150619.T_neutral	E7	Lobophyllia hemprichii	neutral	Tissue	Tissue_neutral
E7.3.Por.loba.1.20150619.T_neutral	E7	Porites lobata	neutral	Tissue	Tissue_neutral
E7.3.Por.loba.2.20150619.T_neutral	E7	Porites lobata	neutral	Tissue	Tissue_neutral
E7.3.Por.loba.4.20150619.T_neutral	E7	Porites lobata	neutral	Tissue	Tissue_neutral
E7.5.Gal.astr.1.20150622.T_neutral	E7	Galaxea astreata	neutral	Tissue	Tissue_neutral
E7.5.Gal.fasc.1.20150621.T_neutral	E7	Galaxea fascicularis	neutral	Tissue	Tissue_neutral
E7.5.Gal.fasc.1.20150622.T_neutral	E7	Galaxea fascicularis	neutral	Tissue	Tissue_neutral
E7.6.Acr.hyac.1.20150622.T_neutral	E7	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E7.6.Acr.hyac.2.20150622.T_neutral	E7	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E7.6.Acr.hyac.3.20150622.T_neutral	E7	Acropora hyacinthus	neutral	Tissue	Tissue_neutral
E7.6.Mon.aequ.1.20150620.T_neutral	E7	Montipora aequituberculata	neutral	Tissue	Tissue_neutral
E7.6.Mon.aequ.2.20150620.T_neutral	E7	Montipora aequituberculata	neutral	Tissue	Tissue_neutral
E7.6.Mon.aequ.3.20150620.T_neutral	E7	Montipora aequituberculata	neutral	Tissue	Tissue_neutral
E7.6.Mon.aequ.4.20150620.T_neutral	E7	Montipora aequituberculata	neutral	Tissue	Tissue_neutral
E7.7.Pav.vari.1.20150623.T_neutral	E7	Pavona varians	neutral	Tissue	Tissue_neutral
E7.7.Pav.vari.2.20150622.T_neutral	E7	Pavona varians	neutral	Tissue	Tissue_neutral
